════════════════════════════════════════════════════════════
                    模擬下注報表
════════════════════════════════════════════════════════════

【基本資訊】
  開始時間: 2026/1/16 下午5:20:31
  結束時間: 2026/1/16 下午5:30:35
  模擬時長: 10.1 分鐘
  模擬玩家: 30 人

【總計統計】
  總期數: 10 期
  總下注筆數: 1321 筆
  總下注金額: $1,923,500
  系統總損益: $-420,240

────────────────────────────────────────────────────────────
【各期開獎記錄】
────────────────────────────────────────────────────────────
  期數          開獎  下注數  總金額      系統損益
  01161042  13     31筆   $   54600  $   23240
  01161043  33    135筆   $  208000  $  -10920
  01161044  31    130筆   $  178500  $   37020
  01161045  21    172筆   $  237100  $ -152220
  01161046  26    188筆   $  256400  $   22920
  01161047  39    135筆   $  197700  $ -310580
  01161048  20    105筆   $  150000  $   35360
  01161049  08    108筆   $  154600  $   24720
  01161050  20    135筆   $  184300  $ -146380
  01161051  31    118筆   $  169600  $   56600

────────────────────────────────────────────────────────────
【玩家損益排行】
────────────────────────────────────────────────────────────
  玩家        下注數  總下注      勝/負     損益
  玩家030     53筆   $   57600  14/38      +$178800
  玩家018     45筆   $   70600  10/32      +$166280
  玩家025     39筆   $   54900  9/27      +$141880
  玩家022     39筆   $   53900  10/28      +$140020
  玩家015     47筆   $   45200  10/33       +$70600
  玩家013     42筆   $   71100  9/32       +$36880
  玩家017     47筆   $   63500  15/29       +$22640
  玩家023     45筆   $   66900  18/24       +$13800
  玩家009     41筆   $   68500  10/30       +$10700
  玩家006     34筆   $   50200  12/20        +$6040
  玩家026     42筆   $   63200  7/32         -$200
  玩家005     38筆   $   64500  11/27        -$2220
  玩家004     45筆   $  100900  13/29        -$2700
  玩家020     38筆   $   64400  11/25        -$5240
  玩家016     49筆   $   64900  15/31        -$7600
  玩家027     40筆   $   54700  13/25       -$10600
  玩家001     46筆   $   57400  13/31       -$11900
  玩家021     42筆   $   89700  15/25       -$13100
  玩家029     49筆   $   68700  11/36       -$13500
  玩家008     44筆   $   54200  12/28       -$15360
  玩家019     46筆   $   58700  13/32       -$20940
  玩家010     45筆   $   54700  7/35       -$21860
  玩家014     46筆   $   53100  12/33       -$22720
  玩家024     51筆   $   73400  9/38       -$24520
  玩家012     46筆   $   75200  11/33       -$26900
  玩家007     41筆   $   55800  8/32       -$28320
  玩家011     40筆   $   64100  8/30       -$29700
  玩家002     46筆   $   69600  11/33       -$31800
  玩家028     48筆   $   64600  9/37       -$36720
  玩家003     47筆   $   69300  12/34       -$41500

────────────────────────────────────────────────────────────
【詳細下注記錄】
────────────────────────────────────────────────────────────
  時間      期數          玩家        目標    金額      結果    損益
  下午5:21:16  01161042  玩家012    38  $  200  未中     -$200
  下午5:21:17  01161042  玩家029     雙  $ 1000  未中    -$1000
  下午5:21:17  01161042  玩家007    36  $  500  未中     -$500
  下午5:21:17  01161042  玩家013     小  $  500  未中     -$500
  下午5:21:17  01161042  玩家003     單  $  100  中獎     +$100
  下午5:21:17  01161042  玩家015    31  $  500  未中     -$500
  下午5:21:18  01161042  玩家015    18  $  500  未中     -$500
  下午5:21:18  01161042  玩家027     紅  $  200  未中     -$200
  下午5:21:18  01161042  玩家002     小  $ 1000  未中    -$1000
  下午5:21:18  01161042  玩家026    15  $  100  未中     -$100
  下午5:21:19  01161042  玩家007     紅  $  200  未中     -$200
  下午5:21:19  01161042  玩家029     單  $  200  中獎     +$200
  下午5:21:19  01161042  玩家013     雙  $  500  未中     -$500
  下午5:21:19  01161042  玩家027    02  $  500  未中     -$500
  下午5:21:20  01161042  玩家014     單  $  100  中獎     +$100
  下午5:21:20  01161042  玩家021     紅  $ 2000  未中    -$2000
  下午5:21:20  01161042  玩家010    21  $  500  未中     -$500
  下午5:21:20  01161042  玩家006    36  $  200  未中     -$200
  下午5:21:21  01161042  玩家029    31  $  200  未中     -$200
  下午5:21:21  01161042  玩家030     小  $  500  未中     -$500
  下午5:21:21  01161042  玩家025     雙  $ 1000  未中    -$1000
  下午5:21:21  01161042  玩家015    27  $  500  未中     -$500
  下午5:21:22  01161042  玩家002     單  $  100  中獎     +$100
  下午5:21:22  01161042  玩家005     紅  $ 2000  未中    -$2000
  下午5:21:22  01161042  玩家025     雙  $  500  未中     -$500
  下午5:21:23  01161042  玩家018     小  $ 1000  未中    -$1000
  下午5:21:23  01161042  玩家014     雙  $ 1000  未中    -$1000
  下午5:21:23  01161042  玩家029    26  $  200  未中     -$200
  下午5:21:23  01161042  玩家017    25  $ 2000  未中    -$2000
  下午5:21:23  01161042  玩家002     藍  $  500  中獎  +$899.9999999999999
  下午5:21:25  01161042  玩家018     單  $ 5000  中獎    +$5000
  下午5:21:25  01161042  玩家004     單  $ 5000  中獎    +$5000
  下午5:21:26  01161042  玩家009     小  $ 5000  未中    -$5000
  下午5:21:26  01161042  玩家007     雙  $  100  未中     -$100
  下午5:21:26  01161042  玩家017     藍  $  100  中獎  +$179.99999999999997
  下午5:21:27  01161042  玩家021    24  $ 2000  未中    -$2000
  下午5:21:27  01161042  玩家025     藍  $ 1000  中獎  +$1799.9999999999998
  下午5:21:27  01161042  玩家029    05  $ 2000  未中    -$2000
  下午5:21:28  01161042  玩家013    33  $ 2000  中獎   +$70000
  下午5:21:28  01161042  玩家016    21  $  200  未中     -$200
  下午5:21:28  01161042  玩家010    29  $  500  未中     -$500
  下午5:21:28  01161042  玩家009     紅  $ 2000  未中    -$2000
  下午5:21:29  01161042  玩家014     單  $  500  中獎     +$500
  下午5:21:29  01161042  玩家023     單  $ 2000  中獎    +$2000
  下午5:21:29  01161042  玩家028     小  $ 1000  未中    -$1000
  下午5:21:29  01161042  玩家006     藍  $ 5000  中獎    +$9000
  下午5:21:30  01161042  玩家009    04  $  500  未中     -$500
  下午5:21:30  01161042  玩家008     大  $ 1000  中獎    +$1000
  下午5:21:30  01161042  玩家030     單  $  100  中獎     +$100
  下午5:21:31  01161042  玩家016    17  $ 5000  未中    -$5000
  下午5:21:31  01161042  玩家002    23  $ 2000  未中    -$2000
  下午5:21:31  01161042  玩家006     藍  $  100  中獎  +$179.99999999999997
  下午5:21:31  01161042  玩家010     雙  $  200  未中     -$200
  下午5:21:31  01161042  玩家012    08  $  100  未中     -$100
  下午5:21:32  01161042  玩家013     小  $ 5000  未中    -$5000
  下午5:21:32  01161042  玩家013    31  $ 2000  未中    -$2000
  下午5:21:32  01161042  玩家008     單  $  200  中獎     +$200
  下午5:21:32  01161042  玩家009     紅  $ 2000  未中    -$2000
  下午5:21:32  01161042  玩家023    09  $  100  未中     -$100
  下午5:21:33  01161042  玩家030     單  $ 2000  中獎    +$2000
  下午5:21:33  01161042  玩家005     雙  $ 5000  未中    -$5000
  下午5:21:33  01161042  玩家003    15  $  500  未中     -$500
  下午5:21:33  01161042  玩家006    35  $ 2000  未中    -$2000
  下午5:21:34  01161042  玩家003     綠  $ 5000  未中    -$5000
  下午5:21:34  01161042  玩家012     大  $  500  中獎     +$500
  下午5:21:34  01161042  玩家008     單  $ 1000  中獎    +$1000
  下午5:21:34  01161042  玩家028     小  $  100  未中     -$100
  下午5:21:34  01161042  玩家023     單  $ 2000  中獎    +$2000
  下午5:21:35  01161042  玩家004    11  $ 2000  未中    -$2000
  下午5:21:35  01161042  玩家016     大  $ 1000  中獎    +$1000
  下午5:21:36  01161042  玩家008     小  $ 2000  未中    -$2000
  下午5:21:37  01161042  玩家023    31  $ 1000  未中    -$1000
  下午5:21:37  01161042  玩家025    16  $ 1000  未中    -$1000
  下午5:21:37  01161042  玩家030    25  $ 1000  未中    -$1000
  下午5:21:38  01161042  玩家021    29  $  500  未中     -$500
  下午5:21:38  01161042  玩家011    30  $ 5000  未中    -$5000
  下午5:21:38  01161042  玩家020     小  $ 2000  未中    -$2000
  下午5:21:38  01161042  玩家022     雙  $  100  未中     -$100
  下午5:21:38  01161042  玩家023    21  $ 1000  未中    -$1000
  下午5:21:39  01161042  玩家029    33  $ 1000  中獎   +$35000
  下午5:21:39  01161042  玩家010    06  $ 1000  未中    -$1000
  下午5:21:39  01161042  玩家004     紅  $ 5000  未中    -$5000
  下午5:21:39  01161042  玩家017    31  $  200  未中     -$200
  下午5:21:39  01161042  玩家012    18  $  500  未中     -$500
  下午5:21:40  01161042  玩家026    14  $  200  未中     -$200
  下午5:21:40  01161042  玩家002     綠  $ 5000  未中    -$5000
  下午5:21:40  01161042  玩家015     小  $  500  未中     -$500
  下午5:21:40  01161042  玩家019     雙  $ 1000  未中    -$1000
  下午5:21:40  01161042  玩家016     單  $  500  中獎     +$500
  下午5:21:40  01161042  玩家018    37  $ 1000  未中    -$1000
  下午5:21:41  01161042  玩家005     紅  $ 5000  未中    -$5000
  下午5:21:41  01161042  玩家004    15  $ 1000  未中    -$1000
  下午5:21:42  01161042  玩家026    12  $  500  未中     -$500
  下午5:21:42  01161042  玩家016    23  $  200  未中     -$200
  下午5:21:42  01161042  玩家014     大  $  500  中獎     +$500
  下午5:21:43  01161042  玩家019     大  $  100  中獎     +$100
  下午5:21:43  01161042  玩家008    17  $ 5000  未中    -$5000
  下午5:21:43  01161042  玩家029    32  $ 2000  未中    -$2000
  下午5:21:43  01161042  玩家027     紅  $ 2000  未中    -$2000
  下午5:21:44  01161042  玩家004    39  $  200  未中     -$200
  下午5:21:44  01161042  玩家028    29  $ 2000  未中    -$2000
  下午5:21:44  01161042  玩家015    15  $  500  未中     -$500
  下午5:21:45  01161042  玩家001     綠  $  200  未中     -$200
  下午5:21:45  01161042  玩家008     雙  $ 1000  未中    -$1000
  下午5:21:45  01161042  玩家010     綠  $ 2000  未中    -$2000
  下午5:21:45  01161042  玩家021     雙  $  100  未中     -$100
  下午5:21:45  01161042  玩家001     雙  $  500  未中     -$500
  下午5:21:45  01161042  玩家020    04  $ 5000  未中    -$5000
  下午5:21:46  01161042  玩家011     小  $ 5000  未中    -$5000
  下午5:21:46  01161042  玩家019     綠  $ 5000  未中    -$5000
  下午5:21:46  01161042  玩家023     單  $ 5000  中獎    +$5000
  下午5:21:47  01161042  玩家002    27  $ 1000  未中    -$1000
  下午5:21:47  01161042  玩家003    37  $  100  未中     -$100
  下午5:21:47  01161042  玩家026     雙  $ 2000  未中    -$2000
  下午5:21:48  01161042  玩家004     大  $ 5000  中獎    +$5000
  下午5:21:48  01161042  玩家011    07  $ 5000  未中    -$5000
  下午5:21:48  01161042  玩家014    22  $ 2000  未中    -$2000
  下午5:21:49  01161042  玩家011    09  $  500  未中     -$500
  下午5:21:50  01161042  玩家024    39  $ 5000  未中    -$5000
  下午5:21:50  01161042  玩家004     藍  $ 5000  中獎    +$9000
  下午5:21:51  01161042  玩家006     藍  $  200  中獎  +$359.99999999999994
  下午5:21:51  01161042  玩家001     藍  $  500  中獎  +$899.9999999999999
  下午5:21:51  01161042  玩家027    35  $ 1000  未中    -$1000
  下午5:21:51  01161042  玩家014     單  $  200  中獎     +$200
  下午5:21:52  01161042  玩家025     紅  $ 2000  未中    -$2000
  下午5:21:52  01161042  玩家009     大  $ 5000  中獎    +$5000
  下午5:21:52  01161042  玩家008    27  $ 5000  未中    -$5000
  下午5:22:13  01161043  玩家004    23  $ 5000  未中    -$5000
  下午5:22:14  01161043  玩家030    20  $  100  未中     -$100
  下午5:22:14  01161043  玩家024     紅  $  200  未中     -$200
  下午5:22:15  01161043  玩家018    13  $ 2000  未中    -$2000
  下午5:22:15  01161043  玩家002     紅  $  100  未中     -$100
  下午5:22:15  01161043  玩家010     大  $  100  中獎     +$100
  下午5:22:15  01161043  玩家019     單  $ 1000  中獎    +$1000
  下午5:22:16  01161043  玩家007     紅  $  200  未中     -$200
  下午5:22:16  01161043  玩家021     大  $ 5000  中獎    +$5000
  下午5:22:16  01161043  玩家030     大  $  200  中獎     +$200
  下午5:22:16  01161043  玩家017    28  $  200  未中     -$200
  下午5:22:17  01161043  玩家024     藍  $  200  未中     -$200
  下午5:22:18  01161043  玩家016    25  $ 2000  未中    -$2000
  下午5:22:18  01161043  玩家002     雙  $  500  未中     -$500
  下午5:22:18  01161043  玩家013     雙  $  200  未中     -$200
  下午5:22:18  01161043  玩家026    03  $ 2000  未中    -$2000
  下午5:22:19  01161043  玩家003     單  $ 5000  中獎    +$5000
  下午5:22:19  01161043  玩家004     藍  $ 5000  未中    -$5000
  下午5:22:19  01161043  玩家007    13  $  100  未中     -$100
  下午5:22:19  01161043  玩家020     綠  $ 5000  中獎    +$9000
  下午5:22:20  01161043  玩家002    03  $  100  未中     -$100
  下午5:22:20  01161043  玩家003     大  $  100  中獎     +$100
  下午5:22:20  01161043  玩家025    23  $ 2000  未中    -$2000
  下午5:22:20  01161043  玩家023     紅  $  100  未中     -$100
  下午5:22:20  01161043  玩家003     雙  $ 5000  未中    -$5000
  下午5:22:21  01161043  玩家013     藍  $  500  未中     -$500
  下午5:22:21  01161043  玩家012    19  $ 1000  未中    -$1000
  下午5:22:21  01161043  玩家030    15  $  200  未中     -$200
  下午5:22:22  01161043  玩家025     藍  $  100  未中     -$100
  下午5:22:22  01161043  玩家022    02  $  500  未中     -$500
  下午5:22:22  01161043  玩家015    38  $  500  未中     -$500
  下午5:22:22  01161043  玩家022     雙  $ 1000  未中    -$1000
  下午5:22:22  01161043  玩家026    22  $ 5000  未中    -$5000
  下午5:22:22  01161043  玩家007     紅  $ 1000  未中    -$1000
  下午5:22:22  01161043  玩家008     單  $ 1000  中獎    +$1000
  下午5:22:23  01161043  玩家030    25  $ 1000  未中    -$1000
  下午5:22:23  01161043  玩家029     小  $  100  未中     -$100
  下午5:22:24  01161043  玩家014    21  $ 1000  未中    -$1000
  下午5:22:24  01161043  玩家012    09  $  100  未中     -$100
  下午5:22:25  01161043  玩家006     大  $  200  中獎     +$200
  下午5:22:25  01161043  玩家003    02  $  100  未中     -$100
  下午5:22:25  01161043  玩家024    26  $ 1000  未中    -$1000
  下午5:22:26  01161043  玩家001     大  $  100  中獎     +$100
  下午5:22:26  01161043  玩家004     雙  $ 5000  未中    -$5000
  下午5:22:27  01161043  玩家014    34  $  200  未中     -$200
  下午5:22:27  01161043  玩家024    38  $  500  未中     -$500
  下午5:22:28  01161043  玩家022    13  $ 5000  未中    -$5000
  下午5:22:28  01161043  玩家018     雙  $ 5000  未中    -$5000
  下午5:22:28  01161043  玩家007     小  $ 1000  未中    -$1000
  下午5:22:29  01161043  玩家019     綠  $  100  中獎  +$179.99999999999997
  下午5:22:29  01161043  玩家003    20  $ 2000  未中    -$2000
  下午5:22:29  01161043  玩家028    09  $  200  未中     -$200
  下午5:22:29  01161043  玩家017     雙  $  500  未中     -$500
  下午5:22:30  01161043  玩家009     單  $ 2000  中獎    +$2000
  下午5:22:30  01161043  玩家013    11  $  100  未中     -$100
  下午5:22:30  01161043  玩家003     大  $ 2000  中獎    +$2000
  下午5:22:30  01161043  玩家029     紅  $ 5000  未中    -$5000
  下午5:22:31  01161043  玩家001    04  $ 1000  未中    -$1000
  下午5:22:31  01161043  玩家014     藍  $  500  未中     -$500
  下午5:22:31  01161043  玩家016    06  $ 2000  未中    -$2000
  下午5:22:32  01161043  玩家028     綠  $  500  中獎  +$899.9999999999999
  下午5:22:32  01161043  玩家012     單  $ 1000  中獎    +$1000
  下午5:22:32  01161043  玩家026     小  $ 2000  未中    -$2000
  下午5:22:32  01161043  玩家026    36  $ 5000  未中    -$5000
  下午5:22:32  01161043  玩家027    16  $  200  未中     -$200
  下午5:22:33  01161043  玩家004    38  $  200  未中     -$200
  下午5:22:33  01161043  玩家006     紅  $  100  未中     -$100
  下午5:22:33  01161043  玩家007     雙  $  500  未中     -$500
  下午5:22:33  01161043  玩家028     小  $  100  未中     -$100
  下午5:22:34  01161043  玩家005     綠  $ 5000  中獎    +$9000
  下午5:22:34  01161043  玩家024    24  $ 2000  未中    -$2000
  下午5:22:34  01161043  玩家024    13  $ 1000  未中    -$1000
  下午5:22:34  01161043  玩家014    05  $ 2000  未中    -$2000
  下午5:22:34  01161043  玩家024     藍  $ 1000  未中    -$1000
  下午5:22:34  01161043  玩家014     綠  $  100  中獎  +$179.99999999999997
  下午5:22:35  01161043  玩家020    13  $ 5000  未中    -$5000
  下午5:22:35  01161043  玩家016    13  $ 5000  未中    -$5000
  下午5:22:35  01161043  玩家005     單  $ 5000  中獎    +$5000
  下午5:22:35  01161043  玩家003     雙  $ 1000  未中    -$1000
  下午5:22:36  01161043  玩家011    16  $ 1000  未中    -$1000
  下午5:22:36  01161043  玩家028    39  $  100  未中     -$100
  下午5:22:36  01161043  玩家013    24  $  500  未中     -$500
  下午5:22:36  01161043  玩家018     大  $  100  中獎     +$100
  下午5:22:36  01161043  玩家004    14  $  100  未中     -$100
  下午5:22:37  01161043  玩家001    25  $  500  未中     -$500
  下午5:22:37  01161043  玩家017     大  $ 2000  中獎    +$2000
  下午5:22:37  01161043  玩家018     紅  $ 5000  未中    -$5000
  下午5:22:38  01161043  玩家027    33  $  100  未中     -$100
  下午5:22:38  01161043  玩家025     綠  $  100  中獎  +$179.99999999999997
  下午5:22:38  01161043  玩家017    35  $  500  未中     -$500
  下午5:22:39  01161043  玩家004    23  $ 1000  未中    -$1000
  下午5:22:39  01161043  玩家028     雙  $  100  未中     -$100
  下午5:22:39  01161043  玩家003     綠  $ 1000  中獎  +$1799.9999999999998
  下午5:22:39  01161043  玩家029     綠  $  200  中獎  +$359.99999999999994
  下午5:22:40  01161043  玩家029    10  $  200  未中     -$200
  下午5:22:40  01161043  玩家002    21  $ 5000  未中    -$5000
  下午5:22:40  01161043  玩家010    14  $  500  未中     -$500
  下午5:22:41  01161043  玩家023     藍  $ 1000  未中    -$1000
  下午5:22:41  01161043  玩家028     綠  $  100  中獎  +$179.99999999999997
  下午5:22:42  01161043  玩家021    04  $  200  未中     -$200
  下午5:22:42  01161043  玩家009    25  $  500  未中     -$500
  下午5:22:43  01161043  玩家021     大  $  100  中獎     +$100
  下午5:22:43  01161043  玩家019    17  $  200  未中     -$200
  下午5:22:44  01161043  玩家006     小  $  100  未中     -$100
  下午5:22:44  01161043  玩家003    08  $ 2000  未中    -$2000
  下午5:22:45  01161043  玩家019    31  $  200  中獎    +$7000
  下午5:22:46  01161043  玩家011    04  $  100  未中     -$100
  下午5:22:46  01161043  玩家007    06  $  200  未中     -$200
  下午5:22:47  01161043  玩家012     大  $ 5000  中獎    +$5000
  下午5:22:47  01161043  玩家030     藍  $ 2000  未中    -$2000
  下午5:22:47  01161043  玩家016     大  $ 2000  中獎    +$2000
  下午5:22:48  01161043  玩家016     小  $  500  未中     -$500
  下午5:22:48  01161043  玩家020    38  $ 1000  未中    -$1000
  下午5:22:48  01161043  玩家025    19  $ 1000  未中    -$1000
  下午5:22:49  01161043  玩家028    11  $  500  未中     -$500
  下午5:22:49  01161043  玩家015    14  $ 1000  未中    -$1000
  下午5:22:49  01161043  玩家017     單  $  200  中獎     +$200
  下午5:22:49  01161043  玩家012    02  $ 5000  未中    -$5000
  下午5:22:50  01161043  玩家030    31  $ 1000  中獎   +$35000
  下午5:22:50  01161043  玩家002     小  $ 2000  未中    -$2000
  下午5:22:50  01161043  玩家005     藍  $ 1000  未中    -$1000
  下午5:22:50  01161043  玩家006     小  $  500  未中     -$500
  下午5:22:51  01161043  玩家003    26  $ 1000  未中    -$1000
  下午5:22:51  01161043  玩家013    03  $ 5000  未中    -$5000
  下午5:22:51  01161043  玩家023     藍  $  200  未中     -$200
  下午5:22:51  01161043  玩家001     雙  $  500  未中     -$500
  下午5:22:51  01161043  玩家003     單  $  100  中獎     +$100
  下午5:22:51  01161043  玩家024    03  $ 1000  未中    -$1000
  下午5:22:52  01161043  玩家009     小  $  200  未中     -$200
  下午5:22:52  01161043  玩家024     藍  $  500  未中     -$500
  下午5:23:13  01161044  玩家022    21  $ 5000  中獎  +$175000
  下午5:23:14  01161044  玩家015     單  $  100  中獎     +$100
  下午5:23:14  01161044  玩家008    25  $ 1000  未中    -$1000
  下午5:23:14  01161044  玩家013     雙  $  200  未中     -$200
  下午5:23:15  01161044  玩家001     大  $  500  中獎     +$500
  下午5:23:15  01161044  玩家006     小  $ 2000  未中    -$2000
  下午5:23:16  01161044  玩家027    39  $  500  未中     -$500
  下午5:23:16  01161044  玩家019     大  $ 5000  中獎    +$5000
  下午5:23:16  01161044  玩家009     單  $ 1000  中獎    +$1000
  下午5:23:16  01161044  玩家010    04  $ 5000  未中    -$5000
  下午5:23:16  01161044  玩家012    24  $  100  未中     -$100
  下午5:23:17  01161044  玩家005     小  $  200  未中     -$200
  下午5:23:17  01161044  玩家018     紅  $  500  未中     -$500
  下午5:23:17  01161044  玩家004     小  $ 5000  未中    -$5000
  下午5:23:17  01161044  玩家026     大  $  200  中獎     +$200
  下午5:23:17  01161044  玩家016    32  $ 1000  未中    -$1000
  下午5:23:17  01161044  玩家015    20  $  500  未中     -$500
  下午5:23:18  01161044  玩家024     雙  $  100  未中     -$100
  下午5:23:18  01161044  玩家006     雙  $ 1000  未中    -$1000
  下午5:23:18  01161044  玩家003     紅  $ 1000  未中    -$1000
  下午5:23:18  01161044  玩家007    04  $  100  未中     -$100
  下午5:23:18  01161044  玩家029    39  $ 2000  未中    -$2000
  下午5:23:19  01161044  玩家013     綠  $  200  未中     -$200
  下午5:23:19  01161044  玩家013    16  $  100  未中     -$100
  下午5:23:19  01161044  玩家003     雙  $  200  未中     -$200
  下午5:23:19  01161044  玩家016    05  $  200  未中     -$200
  下午5:23:19  01161044  玩家026     雙  $  100  未中     -$100
  下午5:23:19  01161044  玩家007     綠  $ 2000  未中    -$2000
  下午5:23:20  01161044  玩家030     雙  $ 1000  未中    -$1000
  下午5:23:20  01161044  玩家014    30  $  200  未中     -$200
  下午5:23:20  01161044  玩家011    27  $  500  未中     -$500
  下午5:23:20  01161044  玩家010    14  $  100  未中     -$100
  下午5:23:21  01161044  玩家006    17  $ 5000  未中    -$5000
  下午5:23:21  01161044  玩家012    14  $  200  未中     -$200
  下午5:23:22  01161044  玩家028    11  $ 5000  未中    -$5000
  下午5:23:22  01161044  玩家007     雙  $ 5000  未中    -$5000
  下午5:23:22  01161044  玩家013     單  $ 2000  中獎    +$2000
  下午5:23:22  01161044  玩家001    14  $  100  未中     -$100
  下午5:23:23  01161044  玩家016     大  $ 1000  中獎    +$1000
  下午5:23:23  01161044  玩家024    23  $  200  未中     -$200
  下午5:23:23  01161044  玩家004     雙  $  100  未中     -$100
  下午5:23:23  01161044  玩家011    08  $ 5000  未中    -$5000
  下午5:23:23  01161044  玩家018    20  $ 2000  未中    -$2000
  下午5:23:24  01161044  玩家006     綠  $ 5000  未中    -$5000
  下午5:23:24  01161044  玩家009    32  $ 2000  未中    -$2000
