════════════════════════════════════════════════════════════
                    模擬下注報表
════════════════════════════════════════════════════════════

【基本資訊】
  開始時間: 2026/1/16 上午8:19:33
  結束時間: 2026/1/16 上午8:29:37
  模擬時長: 10.1 分鐘
  模擬玩家: 30 人

【總計統計】
  總期數: 10 期
  總下注筆數: 1235 筆
  總下注金額: $1,873,000
  系統總損益: $-373,200

────────────────────────────────────────────────────────────
【各期開獎記錄】
────────────────────────────────────────────────────────────
  期數          開獎  下注數  總金額      系統損益
  01160501  undefined     32筆   $   50200  $   43400
  01160502  undefined    188筆   $  293200  $   64600
  01160503  undefined    136筆   $  212400  $ -120200
  01160504  undefined    102筆   $  140000  $  -14200
  01160505  undefined     97筆   $  131400  $ -218200
  01160506  undefined    113筆   $  185200  $   55000
  01160507  undefined    110筆   $  192300  $  -36100
  01160508  undefined    129筆   $  199700  $  -48900
  01160509  undefined    172筆   $  232900  $ -126100
  01160510  undefined    102筆   $  156900  $   27500

────────────────────────────────────────────────────────────
【玩家損益排行】
────────────────────────────────────────────────────────────
  玩家        下注數  總下注      勝/負     損益
  玩家023     37筆   $   68300  8/28       +$93100
  玩家001     33筆   $   38400  14/17       +$81700
  玩家020     31筆   $   56500  5/25       +$78300
  玩家009     48筆   $   75100  16/28       +$63300
  玩家008     38筆   $   51600  9/27       +$56800
  玩家026     40筆   $   65000  17/22       +$53400
  玩家018     50筆   $   81200  15/33       +$52200
  玩家003     36筆   $   74000  13/19       +$48600
  玩家006     33筆   $   56800  9/24       +$33200
  玩家017     41筆   $   49500  9/28       +$30300
  玩家024     39筆   $   55300  8/28       +$28600
  玩家022     44筆   $   72700  7/35       +$26900
  玩家025     37筆   $   48300  7/28       +$21900
  玩家019     36筆   $   28600  7/26       +$17900
  玩家013     53筆   $   81100  17/35       +$11500
  玩家002     46筆   $   59800  14/30       +$11100
  玩家030     34筆   $   35300  8/22        +$6600
  玩家014     39筆   $   52400  8/30        -$6000
  玩家005     39筆   $   81000  14/25       -$17400
  玩家007     53筆   $   86300  11/41       -$20600
  玩家021     46筆   $   79500  14/31       -$22700
  玩家029     37筆   $   50000  12/24       -$22700
  玩家004     38筆   $   59100  9/28       -$23500
  玩家015     42筆   $   51200  10/31       -$23600
  玩家016     43筆   $   65300  5/37       -$23900
  玩家010     47筆   $   61900  11/34       -$26500
  玩家011     41筆   $   60500  9/29       -$28900
  玩家028     42筆   $   70100  8/33       -$36700
  玩家012     48筆   $   71600  11/36       -$42400
  玩家027     44筆   $   86600  10/32       -$47300

────────────────────────────────────────────────────────────
【詳細下注記錄】
────────────────────────────────────────────────────────────
  時間      期數          玩家        目標    金額      結果    損益
  上午8:20:27  01160501  玩家002    29  $ 2000  未中    -$2000
  上午8:20:27  01160501  玩家015     雙  $  200  中獎     +$200
  上午8:20:27  01160501  玩家012     大  $  100  未中     -$100
  上午8:20:28  01160501  玩家025    06  $  100  未中     -$100
  上午8:20:28  01160501  玩家026     雙  $ 2000  中獎    +$2000
  上午8:20:28  01160501  玩家002    15  $  500  未中     -$500
  上午8:20:28  01160501  玩家018    29  $  100  未中     -$100
  上午8:20:28  01160501  玩家001     紅  $  500  中獎    +$5500
  上午8:20:28  01160501  玩家012     藍  $ 5000  未中    -$5000
  上午8:20:29  01160501  玩家024     藍  $  500  未中     -$500
  上午8:20:29  01160501  玩家023    22  $ 5000  未中    -$5000
  上午8:20:29  01160501  玩家030     紅  $  200  中獎    +$2200
  上午8:20:29  01160501  玩家015     紅  $  200  中獎    +$2200
  上午8:20:30  01160501  玩家014     藍  $ 2000  未中    -$2000
  上午8:20:30  01160501  玩家029    11  $  200  未中     -$200
  上午8:20:31  01160501  玩家001    15  $  500  未中     -$500
  上午8:20:31  01160501  玩家028     小  $ 5000  中獎    +$5000
  上午8:20:31  01160501  玩家019     藍  $ 2000  未中    -$2000
  上午8:20:32  01160501  玩家010     雙  $  200  中獎     +$200
  上午8:20:32  01160501  玩家006    10  $ 2000  未中    -$2000
  上午8:20:32  01160501  玩家003    02  $  500  未中     -$500
  上午8:20:32  01160501  玩家021     小  $ 2000  中獎    +$2000
  上午8:20:33  01160501  玩家019     藍  $  200  未中     -$200
  上午8:20:33  01160501  玩家020     大  $ 2000  未中    -$2000
  上午8:20:33  01160501  玩家009     雙  $ 5000  中獎    +$5000
  上午8:20:33  01160501  玩家023     大  $  500  未中     -$500
  上午8:20:33  01160501  玩家019     綠  $  200  未中     -$200
  上午8:20:33  01160501  玩家027     藍  $ 5000  未中    -$5000
  上午8:20:33  01160501  玩家029    14  $  100  未中     -$100
  上午8:20:34  01160501  玩家007     紅  $ 2000  中獎   +$22000
  上午8:20:34  01160501  玩家025     大  $  100  未中     -$100
  上午8:20:34  01160501  玩家020     藍  $  100  未中     -$100
  上午8:20:34  01160501  玩家018     雙  $ 5000  中獎    +$5000
  上午8:20:34  01160501  玩家016    03  $  100  未中     -$100
  上午8:20:34  01160501  玩家011    11  $  100  未中     -$100
  上午8:20:34  01160501  玩家007    19  $  100  未中     -$100
  上午8:20:34  01160501  玩家022    12  $ 2000  未中    -$2000
  上午8:20:35  01160501  玩家030    36  $ 1000  未中    -$1000
  上午8:20:35  01160501  玩家024    07  $  200  未中     -$200
  上午8:20:35  01160501  玩家017    31  $  100  未中     -$100
  上午8:20:35  01160501  玩家006     紅  $ 1000  中獎   +$11000
  上午8:20:35  01160501  玩家024    10  $ 2000  未中    -$2000
  上午8:20:35  01160501  玩家008    12  $ 5000  未中    -$5000
  上午8:20:36  01160501  玩家017    19  $  200  未中     -$200
  上午8:20:36  01160501  玩家007    35  $  500  未中     -$500
  上午8:20:36  01160501  玩家002    09  $ 2000  未中    -$2000
  上午8:20:36  01160501  玩家013     小  $  200  中獎     +$200
  上午8:20:36  01160501  玩家020     大  $ 1000  未中    -$1000
  上午8:20:36  01160501  玩家024    32  $  500  未中     -$500
  上午8:20:36  01160501  玩家013     小  $ 2000  中獎    +$2000
  上午8:20:37  01160501  玩家007     藍  $  500  未中     -$500
  上午8:20:37  01160501  玩家015     大  $ 1000  未中    -$1000
  上午8:20:37  01160501  玩家029    32  $  100  未中     -$100
  上午8:20:38  01160501  玩家004    05  $ 5000  未中    -$5000
  上午8:20:38  01160501  玩家023     大  $  500  未中     -$500
  上午8:20:39  01160501  玩家006    17  $ 1000  未中    -$1000
  上午8:20:39  01160501  玩家021     雙  $ 5000  中獎    +$5000
  上午8:20:39  01160501  玩家005     雙  $ 2000  中獎    +$2000
  上午8:20:39  01160501  玩家017    01  $ 5000  未中    -$5000
  上午8:20:40  01160501  玩家013     雙  $ 2000  中獎    +$2000
  上午8:20:40  01160501  玩家012     雙  $ 1000  中獎    +$1000
  上午8:20:40  01160501  玩家027     小  $  500  中獎     +$500
  上午8:20:40  01160501  玩家026    34  $ 5000  未中    -$5000
  上午8:20:41  01160501  玩家030     小  $  100  中獎     +$100
  上午8:20:41  01160501  玩家029    19  $  100  未中     -$100
  上午8:20:41  01160501  玩家002     大  $  500  未中     -$500
  上午8:20:41  01160501  玩家002    23  $  500  未中     -$500
  上午8:20:41  01160501  玩家004    10  $  500  未中     -$500
  上午8:20:42  01160501  玩家027    04  $ 2000  未中    -$2000
  上午8:20:42  01160501  玩家013     綠  $ 5000  未中    -$5000
  上午8:20:42  01160501  玩家017     大  $  100  未中     -$100
  上午8:20:42  01160501  玩家016    08  $ 1000  未中    -$1000
  上午8:20:42  01160501  玩家004     藍  $  500  未中     -$500
  上午8:20:42  01160501  玩家021     大  $  500  未中     -$500
  上午8:20:43  01160501  玩家006    31  $  500  未中     -$500
  上午8:20:43  01160501  玩家016     大  $  100  未中     -$100
  上午8:20:43  01160501  玩家018    36  $ 1000  未中    -$1000
  上午8:20:43  01160501  玩家010    30  $  100  未中     -$100
  上午8:20:43  01160501  玩家026    05  $  100  未中     -$100
  上午8:20:43  01160501  玩家003     紅  $  100  中獎    +$1100
  上午8:20:43  01160501  玩家012     單  $  500  未中     -$500
  上午8:20:44  01160501  玩家025     單  $ 1000  未中    -$1000
  上午8:20:44  01160501  玩家022    09  $ 5000  未中    -$5000
  上午8:20:44  01160501  玩家009    39  $  100  未中     -$100
  上午8:20:45  01160501  玩家026     單  $  200  未中     -$200
  上午8:20:45  01160501  玩家022     雙  $ 5000  中獎    +$5000
  上午8:20:45  01160501  玩家019    08  $ 1000  未中    -$1000
  上午8:20:46  01160501  玩家011    15  $ 5000  未中    -$5000
  上午8:20:46  01160501  玩家006     單  $ 5000  未中    -$5000
  上午8:20:47  01160501  玩家005    25  $  500  未中     -$500
  上午8:20:47  01160501  玩家013     雙  $ 1000  中獎    +$1000
  上午8:20:47  01160501  玩家012    09  $ 5000  未中    -$5000
  上午8:20:47  01160501  玩家023     綠  $  100  未中     -$100
  上午8:20:47  01160501  玩家023    19  $ 5000  未中    -$5000
  上午8:20:48  01160501  玩家002     藍  $  500  未中     -$500
  上午8:20:48  01160501  玩家010    32  $  500  未中     -$500
  上午8:20:48  01160501  玩家022    27  $ 2000  未中    -$2000
  上午8:20:48  01160501  玩家022     綠  $  100  未中     -$100
  上午8:20:49  01160501  玩家014     單  $  100  未中     -$100
  上午8:20:49  01160501  玩家003     小  $ 2000  中獎    +$2000
  上午8:20:49  01160501  玩家019    37  $  100  未中     -$100
  上午8:20:49  01160501  玩家021    37  $  500  未中     -$500
  上午8:20:49  01160501  玩家017    13  $  500  未中     -$500
  上午8:20:49  01160501  玩家025    38  $  500  未中     -$500
  上午8:20:49  01160501  玩家017     雙  $ 1000  中獎    +$1000
  上午8:20:50  01160501  玩家002     小  $  100  中獎     +$100
  上午8:20:50  01160501  玩家029     藍  $ 5000  未中    -$5000
  上午8:20:50  01160501  玩家004     單  $ 1000  未中    -$1000
  上午8:20:50  01160501  玩家011    18  $  200  未中     -$200
  上午8:20:50  01160501  玩家024    33  $  500  未中     -$500
  上午8:20:50  01160501  玩家029    36  $  100  未中     -$100
  上午8:20:50  01160501  玩家016    38  $ 1000  未中    -$1000
  上午8:20:51  01160501  玩家012    19  $ 1000  未中    -$1000
  上午8:20:51  01160501  玩家005     大  $ 5000  未中    -$5000
  上午8:20:51  01160501  玩家015     藍  $ 1000  未中    -$1000
  上午8:20:51  01160501  玩家013     雙  $  100  中獎     +$100
  上午8:20:51  01160501  玩家028     綠  $ 5000  未中    -$5000
  上午8:20:51  01160501  玩家026     雙  $ 2000  中獎    +$2000
  上午8:20:52  01160501  玩家007     藍  $ 5000  未中    -$5000
  上午8:20:52  01160501  玩家018    39  $ 2000  未中    -$2000
  上午8:21:14  01160502  玩家004    36  $ 1000  未中    -$1000
  上午8:21:14  01160502  玩家019    35  $  500  未中     -$500
  上午8:21:15  01160502  玩家018    30  $ 5000  未中    -$5000
  上午8:21:15  01160502  玩家013    18  $  200  未中     -$200
  上午8:21:15  01160502  玩家024    19  $ 5000  未中    -$5000
  上午8:21:16  01160502  玩家018     雙  $ 1000  中獎    +$1000
  上午8:21:16  01160502  玩家021    24  $  500  未中     -$500
  上午8:21:16  01160502  玩家011     單  $  200  未中     -$200
  上午8:21:16  01160502  玩家025     大  $ 2000  未中    -$2000
  上午8:21:17  01160502  玩家026    05  $  100  未中     -$100
  上午8:21:17  01160502  玩家021    20  $ 5000  未中    -$5000
  上午8:21:17  01160502  玩家011     大  $  500  未中     -$500
  上午8:21:18  01160502  玩家029     雙  $ 5000  中獎    +$5000
  上午8:21:18  01160502  玩家030    12  $  200  未中     -$200
  上午8:21:18  01160502  玩家028     雙  $ 2000  中獎    +$2000
  上午8:21:18  01160502  玩家030     大  $  200  未中     -$200
  上午8:21:19  01160502  玩家013     雙  $  500  中獎     +$500
  上午8:21:19  01160502  玩家015     小  $ 5000  中獎    +$5000
  上午8:21:19  01160502  玩家006     雙  $  500  中獎     +$500
  上午8:21:19  01160502  玩家018     雙  $ 1000  中獎    +$1000
  上午8:21:20  01160502  玩家029     雙  $  100  中獎     +$100
  上午8:21:20  01160502  玩家001    07  $ 1000  未中    -$1000
  上午8:21:20  01160502  玩家010     單  $  500  未中     -$500
  上午8:21:20  01160502  玩家017     雙  $  500  中獎     +$500
  上午8:21:21  01160502  玩家025     單  $ 2000  未中    -$2000
  上午8:21:21  01160502  玩家006     紅  $ 5000  中獎   +$55000
  上午8:21:22  01160502  玩家016     大  $  100  未中     -$100
  上午8:21:22  01160502  玩家024    33  $ 2000  未中    -$2000
  上午8:21:23  01160502  玩家010    30  $  100  未中     -$100
  上午8:21:23  01160502  玩家016    28  $ 1000  未中    -$1000
  上午8:21:23  01160502  玩家014     單  $  200  未中     -$200
  上午8:21:24  01160502  玩家018    19  $  500  未中     -$500
  上午8:21:24  01160502  玩家007    02  $  100  未中     -$100
  上午8:21:24  01160502  玩家007     單  $ 5000  未中    -$5000
  上午8:21:24  01160502  玩家022    30  $  100  未中     -$100
  上午8:21:25  01160502  玩家004     紅  $  100  中獎    +$1100
  上午8:21:25  01160502  玩家014     雙  $  100  中獎     +$100
  上午8:21:25  01160502  玩家003     紅  $ 5000  中獎   +$55000
  上午8:21:25  01160502  玩家029    06  $  100  未中     -$100
  上午8:21:26  01160502  玩家021     單  $ 1000  未中    -$1000
  上午8:21:26  01160502  玩家029    13  $  200  未中     -$200
  上午8:21:26  01160502  玩家002     單  $  200  未中     -$200
  上午8:21:26  01160502  玩家014    30  $  200  未中     -$200
  上午8:21:27  01160502  玩家019     紅  $ 1000  中獎   +$11000
  上午8:21:27  01160502  玩家027    30  $  500  未中     -$500
  上午8:21:27  01160502  玩家001     大  $ 2000  未中    -$2000
  上午8:21:27  01160502  玩家026     紅  $  200  中獎    +$2200
  上午8:21:27  01160502  玩家003    01  $  500  未中     -$500
  上午8:21:27  01160502  玩家009     小  $  100  中獎     +$100
  上午8:21:28  01160502  玩家020    16  $ 2000  未中    -$2000
  上午8:21:28  01160502  玩家020     藍  $  100  未中     -$100
  上午8:21:28  01160502  玩家004    16  $ 5000  未中    -$5000
  上午8:21:28  01160502  玩家017    04  $ 2000  未中    -$2000
  上午8:21:28  01160502  玩家023    38  $ 5000  未中    -$5000
  上午8:21:28  01160502  玩家021    32  $  100  未中     -$100
  上午8:21:29  01160502  玩家014    10  $ 2000  未中    -$2000
  上午8:21:29  01160502  玩家024    33  $  500  未中     -$500
  上午8:21:29  01160502  玩家011     雙  $ 5000  中獎    +$5000
  上午8:21:30  01160502  玩家014    27  $ 1000  未中    -$1000
  上午8:21:30  01160502  玩家012     單  $  200  未中     -$200
  上午8:21:30  01160502  玩家006     雙  $ 5000  中獎    +$5000
  上午8:21:30  01160502  玩家024     紅  $  200  中獎    +$2200
  上午8:21:30  01160502  玩家009     紅  $ 5000  中獎   +$55000
  上午8:21:31  01160502  玩家030    29  $  100  未中     -$100
  上午8:21:31  01160502  玩家013    20  $  500  未中     -$500
  上午8:21:31  01160502  玩家008     大  $ 2000  未中    -$2000
  上午8:21:32  01160502  玩家018     小  $ 5000  中獎    +$5000
  上午8:21:32  01160502  玩家003     小  $ 5000  中獎    +$5000
  上午8:21:33  01160502  玩家012     大  $  100  未中     -$100
  上午8:21:34  01160502  玩家005    01  $  500  未中     -$500
  上午8:21:34  01160502  玩家001    02  $  200  未中     -$200
  上午8:21:34  01160502  玩家023     單  $  200  未中     -$200
  上午8:21:34  01160502  玩家009    05  $  500  未中     -$500
  上午8:21:35  01160502  玩家022    18  $  100  未中     -$100
  上午8:21:35  01160502  玩家012    03  $  200  未中     -$200
  上午8:21:35  01160502  玩家011     單  $ 1000  未中    -$1000
  上午8:21:35  01160502  玩家018    05  $ 5000  未中    -$5000
  上午8:21:36  01160502  玩家005    21  $  200  未中     -$200
  上午8:21:36  01160502  玩家004     綠  $  200  未中     -$200
  上午8:21:36  01160502  玩家016    39  $  500  未中     -$500
  上午8:21:36  01160502  玩家021     雙  $  100  中獎     +$100
  上午8:21:36  01160502  玩家002     紅  $ 2000  中獎   +$22000
  上午8:21:36  01160502  玩家021     雙  $ 5000  中獎    +$5000
  上午8:21:36  01160502  玩家015     藍  $  100  未中     -$100
  上午8:21:37  01160502  玩家011     小  $  500  中獎     +$500
  上午8:21:37  01160502  玩家003    20  $ 1000  未中    -$1000
  上午8:21:37  01160502  玩家007     小  $ 2000  中獎    +$2000
  上午8:21:37  01160502  玩家002     藍  $  100  未中     -$100
  上午8:21:38  01160502  玩家021     小  $ 1000  中獎    +$1000
  上午8:21:38  01160502  玩家014     藍  $ 1000  未中    -$1000
  上午8:21:38  01160502  玩家023    34  $ 2000  未中    -$2000
  上午8:21:38  01160502  玩家018     綠  $ 2000  未中    -$2000
  上午8:21:39  01160502  玩家017     單  $  100  未中     -$100
  上午8:21:39  01160502  玩家021     小  $ 1000  中獎    +$1000
  上午8:21:40  01160502  玩家012    14  $ 5000  未中    -$5000
  上午8:21:41  01160502  玩家022     大  $ 5000  未中    -$5000
  上午8:21:41  01160502  玩家027     小  $ 1000  中獎    +$1000
  上午8:21:41  01160502  玩家028    25  $ 5000  未中    -$5000
  上午8:21:42  01160502  玩家013    10  $  200  未中     -$200
  上午8:21:42  01160502  玩家016     單  $  500  未中     -$500
  上午8:21:42  01160502  玩家025     單  $  100  未中     -$100
  上午8:21:42  01160502  玩家007    22  $  200  未中     -$200
  上午8:21:42  01160502  玩家029    29  $ 2000  未中    -$2000
  上午8:21:42  01160502  玩家009    26  $  500  未中     -$500
  上午8:21:43  01160502  玩家028     藍  $ 1000  未中    -$1000
  上午8:21:43  01160502  玩家015    19  $ 2000  未中    -$2000
  上午8:21:44  01160502  玩家025     雙  $  500  中獎     +$500
  上午8:21:44  01160502  玩家020     大  $ 1000  未中    -$1000
  上午8:21:44  01160502  玩家024    23  $ 5000  未中    -$5000
  上午8:21:45  01160502  玩家018     大  $  500  未中     -$500
  上午8:21:45  01160502  玩家004    24  $ 5000  未中    -$5000
  上午8:21:45  01160502  玩家002    39  $  500  未中     -$500
  上午8:21:45  01160502  玩家021     單  $ 1000  未中    -$1000
  上午8:21:45  01160502  玩家022     小  $ 5000  中獎    +$5000
  上午8:21:46  01160502  玩家016    22  $ 5000  未中    -$5000
  上午8:21:46  01160502  玩家005     綠  $ 5000  未中    -$5000
  上午8:21:46  01160502  玩家006    06  $ 1000  未中    -$1000
  上午8:21:46  01160502  玩家017     小  $ 2000  中獎    +$2000
  上午8:21:46  01160502  玩家015     藍  $ 1000  未中    -$1000
  上午8:21:46  01160502  玩家007    03  $ 5000  未中    -$5000
  上午8:21:46  01160502  玩家026     藍  $ 1000  未中    -$1000
  上午8:21:47  01160502  玩家001     大  $ 2000  未中    -$2000
  上午8:21:47  01160502  玩家015    26  $  200  未中     -$200
