════════════════════════════════════════════════════════════
                    模擬下注報表
════════════════════════════════════════════════════════════

【基本資訊】
  開始時間: 2026/1/16 上午11:28:26
  結束時間: 2026/1/16 上午11:38:30
  模擬時長: 10.1 分鐘
  模擬玩家: 30 人

【總計統計】
  總期數: 10 期
  總下注筆數: 1262 筆
  總下注金額: $1,883,200
  系統總損益: $-317,160

────────────────────────────────────────────────────────────
【各期開獎記錄】
────────────────────────────────────────────────────────────
  期數          開獎  下注數  總金額      系統損益
  01160690  08     27筆   $   38000  $   10040
  01160691  37    120筆   $  201200  $   63480
  01160692  13    159筆   $  229200  $  -97160
  01160693  35    101筆   $  127900  $ -105060
  01160694  01    137筆   $  249200  $   24520
  01160695  04    122筆   $  201400  $  -87080
  01160696  08    132筆   $  174200  $ -172800
  01160697  34    128筆   $  171500  $   66140
  01160698  12    117筆   $  179500  $   45620
  01160699  37    181筆   $  257300  $  -64860

────────────────────────────────────────────────────────────
【玩家損益排行】
────────────────────────────────────────────────────────────
  玩家        下注數  總下注      勝/負     損益
  玩家024     46筆   $   72200  9/35      +$328160
  玩家005     39筆   $   67100  12/26      +$172860
  玩家002     35筆   $   60900  9/26      +$135620
  玩家027     41筆   $   77700  9/31      +$134260
  玩家004     44筆   $   54400  13/31       +$39640
  玩家006     47筆   $   73100  17/28       +$35180
  玩家016     33筆   $   45200  14/17        +$4700
  玩家014     43筆   $   68400  16/26        -$2200
  玩家007     40筆   $   54600  13/26        -$5540
  玩家012     35筆   $   34000  8/25        -$7620
  玩家019     41筆   $   48500  11/27        -$9160
  玩家010     47筆   $   68800  15/31        -$9740
  玩家029     41筆   $   74800  15/26       -$12280
  玩家022     41筆   $   49100  10/29       -$13540
  玩家018     44筆   $   55100  12/30       -$14120
  玩家001     30筆   $   26100  4/24       -$18500
  玩家017     36筆   $   58600  9/25       -$18500
  玩家015     54筆   $   94300  18/35       -$20180
  玩家008     43筆   $   60000  10/31       -$20220
  玩家021     41筆   $   65200  14/26       -$23340
  玩家020     41筆   $   50900  12/27       -$23700
  玩家028     41筆   $   49400  15/25       -$25820
  玩家009     47筆   $   55100  13/34       -$27580
  玩家013     43筆   $   52200  13/29       -$29200
  玩家003     45筆   $   73000  10/34       -$30320
  玩家026     44筆   $   63600  13/31       -$34680
  玩家030     45筆   $   78700  9/36       -$39820
  玩家011     57筆   $   89600  11/43       -$42300
  玩家023     36筆   $   69600  6/29       -$46100
  玩家025     42筆   $   93000  8/33       -$58800

────────────────────────────────────────────────────────────
【詳細下注記錄】
────────────────────────────────────────────────────────────
  時間      期數          玩家        目標    金額      結果    損益
  上午11:29:17  01160690  玩家003     大  $ 2000  中獎    +$2000
  上午11:29:18  01160690  玩家015    11  $  200  未中     -$200
  上午11:29:18  01160690  玩家009     綠  $  500  中獎  +$899.9999999999999
  上午11:29:18  01160690  玩家010     藍  $ 5000  未中    -$5000
  上午11:29:19  01160690  玩家023     大  $ 1000  中獎    +$1000
  上午11:29:19  01160690  玩家018    28  $ 5000  未中    -$5000
  上午11:29:19  01160690  玩家015     單  $  500  中獎     +$500
  上午11:29:19  01160690  玩家024     藍  $ 2000  未中    -$2000
  上午11:29:19  01160690  玩家018     小  $  200  未中     -$200
  上午11:29:19  01160690  玩家015     單  $ 1000  中獎    +$1000
  上午11:29:19  01160690  玩家014     小  $  500  未中     -$500
  上午11:29:20  01160690  玩家014    22  $  100  未中     -$100
  上午11:29:20  01160690  玩家004    27  $ 5000  未中    -$5000
  上午11:29:20  01160690  玩家004    03  $ 1000  未中    -$1000
  上午11:29:20  01160690  玩家024     綠  $ 5000  中獎    +$9000
  上午11:29:20  01160690  玩家022    16  $  200  未中     -$200
  上午11:29:21  01160690  玩家007     小  $  100  未中     -$100
  上午11:29:21  01160690  玩家012    34  $  100  未中     -$100
  上午11:29:21  01160690  玩家024     藍  $  200  未中     -$200
  上午11:29:22  01160690  玩家013    14  $  200  未中     -$200
  上午11:29:22  01160690  玩家001     紅  $  500  未中     -$500
  上午11:29:22  01160690  玩家023     雙  $  100  未中     -$100
  上午11:29:22  01160690  玩家029     小  $  500  未中     -$500
  上午11:29:23  01160690  玩家010     雙  $  200  未中     -$200
  上午11:29:23  01160690  玩家009     單  $  100  中獎     +$100
  上午11:29:23  01160690  玩家019     小  $ 5000  未中    -$5000
  上午11:29:24  01160690  玩家009    05  $ 5000  未中    -$5000
  上午11:29:24  01160690  玩家026     雙  $ 2000  未中    -$2000
  上午11:29:24  01160690  玩家007     雙  $ 2000  未中    -$2000
  上午11:29:24  01160690  玩家002    39  $ 1000  未中    -$1000
  上午11:29:24  01160690  玩家009    34  $  200  未中     -$200
  上午11:29:24  01160690  玩家010     雙  $  500  未中     -$500
  上午11:29:25  01160690  玩家001     藍  $  500  未中     -$500
  上午11:29:25  01160690  玩家029     小  $ 5000  未中    -$5000
  上午11:29:25  01160690  玩家019     小  $  500  未中     -$500
  上午11:29:25  01160690  玩家020     單  $  500  中獎     +$500
  上午11:29:26  01160690  玩家008     雙  $  200  未中     -$200
  上午11:29:26  01160690  玩家015    16  $  500  未中     -$500
  上午11:29:26  01160690  玩家021    30  $ 2000  未中    -$2000
  上午11:29:27  01160690  玩家007    21  $ 5000  未中    -$5000
  上午11:29:28  01160690  玩家002     綠  $  200  中獎  +$359.99999999999994
  上午11:29:28  01160690  玩家022    29  $  500  未中     -$500
  上午11:29:28  01160690  玩家021     藍  $  100  未中     -$100
  上午11:29:29  01160690  玩家026    01  $  100  未中     -$100
  上午11:29:30  01160690  玩家005     藍  $  100  未中     -$100
  上午11:29:30  01160690  玩家014     單  $ 1000  中獎    +$1000
  上午11:29:31  01160690  玩家016    15  $ 1000  未中    -$1000
  上午11:29:31  01160690  玩家030     紅  $ 1000  未中    -$1000
  上午11:29:31  01160690  玩家018     綠  $ 2000  中獎  +$3599.9999999999995
  上午11:29:32  01160690  玩家006    31  $ 2000  未中    -$2000
  上午11:29:32  01160690  玩家027    23  $ 5000  未中    -$5000
  上午11:29:32  01160690  玩家022    05  $  500  未中     -$500
  上午11:29:32  01160690  玩家026    29  $  500  未中     -$500
  上午11:29:32  01160690  玩家014     小  $ 5000  未中    -$5000
  上午11:29:33  01160690  玩家024     紅  $  200  未中     -$200
  上午11:29:33  01160690  玩家010     單  $ 1000  中獎    +$1000
  上午11:29:34  01160690  玩家002     藍  $ 5000  未中    -$5000
  上午11:29:34  01160690  玩家008     小  $  500  未中     -$500
  上午11:29:35  01160690  玩家019     綠  $ 1000  中獎  +$1799.9999999999998
  上午11:29:36  01160690  玩家015     雙  $ 1000  未中    -$1000
  上午11:29:36  01160690  玩家027     大  $ 5000  中獎    +$5000
  上午11:29:37  01160690  玩家019     單  $ 1000  中獎    +$1000
  上午11:29:38  01160690  玩家025    02  $  200  未中     -$200
  上午11:29:38  01160690  玩家010     單  $ 5000  中獎    +$5000
  上午11:29:39  01160690  玩家019    14  $  500  未中     -$500
  上午11:29:39  01160690  玩家008    30  $ 5000  未中    -$5000
  上午11:29:39  01160690  玩家024    33  $  200  未中     -$200
  上午11:29:39  01160690  玩家029    25  $ 1000  未中    -$1000
  上午11:29:40  01160690  玩家018     小  $  500  未中     -$500
  上午11:29:40  01160690  玩家001    36  $  100  未中     -$100
  上午11:29:40  01160690  玩家030     綠  $ 5000  中獎    +$9000
  上午11:29:41  01160690  玩家021     紅  $  500  未中     -$500
  上午11:29:41  01160690  玩家023    06  $ 2000  未中    -$2000
  上午11:29:41  01160690  玩家021     小  $  500  未中     -$500
  上午11:29:41  01160690  玩家022    34  $ 1000  未中    -$1000
  上午11:29:41  01160690  玩家030    22  $  200  未中     -$200
  上午11:29:42  01160690  玩家026     大  $ 1000  中獎    +$1000
  上午11:29:43  01160690  玩家019    38  $  200  未中     -$200
  上午11:29:43  01160690  玩家014    33  $  100  未中     -$100
  上午11:29:44  01160690  玩家014     單  $ 5000  中獎    +$5000
  上午11:29:44  01160690  玩家015     單  $ 5000  中獎    +$5000
  上午11:29:44  01160690  玩家008     藍  $ 5000  未中    -$5000
  上午11:29:45  01160690  玩家006    02  $  200  未中     -$200
  上午11:29:45  01160690  玩家021     雙  $ 1000  未中    -$1000
  上午11:29:45  01160690  玩家023     雙  $  500  未中     -$500
  上午11:29:46  01160690  玩家004    32  $ 5000  未中    -$5000
  上午11:29:46  01160690  玩家018    04  $  100  未中     -$100
  上午11:29:46  01160690  玩家006     藍  $ 5000  未中    -$5000
  上午11:29:47  01160690  玩家003    03  $ 2000  未中    -$2000
  上午11:29:47  01160690  玩家010    31  $  500  未中     -$500
  上午11:29:47  01160690  玩家018    02  $ 1000  未中    -$1000
  上午11:29:47  01160690  玩家008    09  $  200  未中     -$200
  上午11:29:47  01160690  玩家008     藍  $  200  未中     -$200
  上午11:29:48  01160690  玩家001    28  $  100  未中     -$100
  上午11:29:48  01160690  玩家013     大  $  100  中獎     +$100
  上午11:29:48  01160690  玩家006    15  $ 1000  未中    -$1000
  上午11:29:49  01160690  玩家028     小  $ 2000  未中    -$2000
  上午11:29:49  01160690  玩家001     雙  $  500  未中     -$500
  上午11:29:49  01160690  玩家006     單  $  500  中獎     +$500
  上午11:29:49  01160690  玩家019     藍  $  500  未中     -$500
  上午11:29:50  01160690  玩家016     單  $ 5000  中獎    +$5000
  上午11:29:50  01160690  玩家015     單  $  200  中獎     +$200
  上午11:29:51  01160690  玩家002    39  $ 5000  未中    -$5000
  上午11:29:51  01160690  玩家029     綠  $  200  中獎  +$359.99999999999994
  上午11:29:51  01160690  玩家019     小  $  500  未中     -$500
  上午11:29:51  01160690  玩家027    12  $ 5000  未中    -$5000
  上午11:29:52  01160690  玩家030     大  $ 5000  中獎    +$5000
  上午11:29:52  01160690  玩家022     小  $ 1000  未中    -$1000
  上午11:29:52  01160690  玩家018     紅  $  100  未中     -$100
  上午11:30:14  01160691  玩家026     藍  $  100  未中     -$100
  上午11:30:14  01160691  玩家004     雙  $  200  未中     -$200
  上午11:30:15  01160691  玩家024    34  $  100  未中     -$100
  上午11:30:15  01160691  玩家009    23  $  500  未中     -$500
  上午11:30:15  01160691  玩家003     小  $ 5000  中獎    +$5000
  上午11:30:16  01160691  玩家022    32  $  100  未中     -$100
  上午11:30:16  01160691  玩家013    28  $  200  未中     -$200
  上午11:30:16  01160691  玩家030    34  $ 5000  未中    -$5000
  上午11:30:16  01160691  玩家020     雙  $ 2000  未中    -$2000
  上午11:30:16  01160691  玩家030     雙  $ 1000  未中    -$1000
  上午11:30:16  01160691  玩家009    14  $  200  未中     -$200
  上午11:30:17  01160691  玩家016    18  $ 5000  未中    -$5000
  上午11:30:17  01160691  玩家019     單  $  500  中獎     +$500
  上午11:30:17  01160691  玩家023    24  $ 1000  未中    -$1000
  上午11:30:17  01160691  玩家004     單  $ 5000  中獎    +$5000
  上午11:30:18  01160691  玩家025     綠  $ 1000  中獎  +$1799.9999999999998
  上午11:30:18  01160691  玩家009    19  $  100  未中     -$100
  上午11:30:18  01160691  玩家024    27  $  200  未中     -$200
  上午11:30:19  01160691  玩家015     小  $ 5000  中獎    +$5000
  上午11:30:19  01160691  玩家029     綠  $  500  中獎  +$899.9999999999999
  上午11:30:19  01160691  玩家024     藍  $  100  未中     -$100
  上午11:30:19  01160691  玩家018    21  $ 1000  未中    -$1000
  上午11:30:19  01160691  玩家028     雙  $  200  未中     -$200
  上午11:30:19  01160691  玩家004    35  $ 5000  未中    -$5000
  上午11:30:20  01160691  玩家002    32  $ 5000  未中    -$5000
  上午11:30:20  01160691  玩家015    12  $  200  未中     -$200
  上午11:30:21  01160691  玩家016     紅  $  200  未中     -$200
  上午11:30:21  01160691  玩家008     紅  $  500  未中     -$500
  上午11:30:21  01160691  玩家009     紅  $  100  未中     -$100
  上午11:30:21  01160691  玩家016    31  $ 1000  未中    -$1000
  上午11:30:22  01160691  玩家028    29  $  200  未中     -$200
  上午11:30:22  01160691  玩家025    07  $ 1000  未中    -$1000
  上午11:30:22  01160691  玩家009     大  $  100  未中     -$100
  上午11:30:23  01160691  玩家003     大  $  200  未中     -$200
  上午11:30:23  01160691  玩家027    29  $ 5000  未中    -$5000
  上午11:30:23  01160691  玩家027     小  $  500  中獎     +$500
  上午11:30:23  01160691  玩家019    01  $  200  未中     -$200
  上午11:30:23  01160691  玩家020     單  $  200  中獎     +$200
  上午11:30:23  01160691  玩家020     紅  $ 2000  未中    -$2000
  上午11:30:23  01160691  玩家027     大  $ 2000  未中    -$2000
  上午11:30:23  01160691  玩家003    33  $  200  未中     -$200
  上午11:30:24  01160691  玩家001     綠  $  500  中獎  +$899.9999999999999
  上午11:30:24  01160691  玩家009    04  $  500  未中     -$500
  上午11:30:24  01160691  玩家030     雙  $ 2000  未中    -$2000
  上午11:30:24  01160691  玩家006    22  $  100  未中     -$100
  上午11:30:25  01160691  玩家015     大  $  500  未中     -$500
  上午11:30:25  01160691  玩家011    28  $ 2000  未中    -$2000
  上午11:30:25  01160691  玩家011     單  $ 2000  中獎    +$2000
  上午11:30:26  01160691  玩家009     單  $ 1000  中獎    +$1000
  上午11:30:26  01160691  玩家013     大  $  100  未中     -$100
  上午11:30:27  01160691  玩家025     綠  $ 2000  中獎  +$3599.9999999999995
  上午11:30:27  01160691  玩家019     雙  $  100  未中     -$100
  上午11:30:27  01160691  玩家012    20  $  500  未中     -$500
  上午11:30:27  01160691  玩家012     雙  $  500  未中     -$500
  上午11:30:28  01160691  玩家026    31  $ 1000  未中    -$1000
  上午11:30:28  01160691  玩家022    20  $ 5000  未中    -$5000
  上午11:30:28  01160691  玩家027    33  $  200  未中     -$200
  上午11:30:28  01160691  玩家007    36  $  500  未中     -$500
  上午11:30:28  01160691  玩家002     大  $  100  未中     -$100
  上午11:30:28  01160691  玩家016     小  $ 2000  中獎    +$2000
  上午11:30:29  01160691  玩家011     雙  $ 5000  未中    -$5000
  上午11:30:29  01160691  玩家001    31  $ 1000  未中    -$1000
  上午11:30:29  01160691  玩家003     紅  $  200  未中     -$200
  上午11:30:29  01160691  玩家027    20  $ 5000  未中    -$5000
  上午11:30:29  01160691  玩家029     藍  $ 5000  未中    -$5000
  上午11:30:30  01160691  玩家001    20  $ 1000  未中    -$1000
  上午11:30:31  01160691  玩家027    13  $ 5000  中獎  +$175000
  上午11:30:31  01160691  玩家003     大  $  500  未中     -$500
  上午11:30:31  01160691  玩家012     雙  $  100  未中     -$100
  上午11:30:31  01160691  玩家022     大  $  100  未中     -$100
  上午11:30:31  01160691  玩家001    18  $  100  未中     -$100
  上午11:30:32  01160691  玩家014     單  $ 1000  中獎    +$1000
  上午11:30:32  01160691  玩家004    18  $  500  未中     -$500
  上午11:30:32  01160691  玩家015     大  $ 5000  未中    -$5000
  上午11:30:32  01160691  玩家018     藍  $  100  未中     -$100
  上午11:30:32  01160691  玩家030    39  $ 2000  未中    -$2000
  上午11:30:32  01160691  玩家029     綠  $ 5000  中獎    +$9000
  上午11:30:33  01160691  玩家017     小  $  500  中獎     +$500
  上午11:30:33  01160691  玩家011    02  $  200  未中     -$200
  上午11:30:33  01160691  玩家005     大  $  100  未中     -$100
  上午11:30:33  01160691  玩家026     小  $  100  中獎     +$100
  上午11:30:34  01160691  玩家029    24  $  200  未中     -$200
  上午11:30:34  01160691  玩家028     雙  $ 2000  未中    -$2000
  上午11:30:34  01160691  玩家025     雙  $ 5000  未中    -$5000
  上午11:30:34  01160691  玩家025    09  $ 1000  未中    -$1000
  上午11:30:35  01160691  玩家006     單  $ 1000  中獎    +$1000
  上午11:30:35  01160691  玩家030     雙  $  500  未中     -$500
  上午11:30:35  01160691  玩家011     紅  $ 5000  未中    -$5000
  上午11:30:35  01160691  玩家013    11  $ 2000  未中    -$2000
  上午11:30:35  01160691  玩家024     紅  $  100  未中     -$100
  上午11:30:36  01160691  玩家003     紅  $  500  未中     -$500
  上午11:30:36  01160691  玩家009     大  $ 1000  未中    -$1000
  上午11:30:36  01160691  玩家022     單  $ 1000  中獎    +$1000
  上午11:30:36  01160691  玩家015    16  $ 5000  未中    -$5000
  上午11:30:37  01160691  玩家020    11  $ 1000  未中    -$1000
  上午11:30:37  01160691  玩家016     紅  $  500  未中     -$500
  上午11:30:37  01160691  玩家015     綠  $ 5000  中獎    +$9000
  上午11:30:37  01160691  玩家006    18  $ 2000  未中    -$2000
  上午11:30:37  01160691  玩家019     藍  $  100  未中     -$100
  上午11:30:37  01160691  玩家019     單  $ 2000  中獎    +$2000
  上午11:30:38  01160691  玩家020    23  $ 2000  未中    -$2000
  上午11:30:38  01160691  玩家001     大  $ 2000  未中    -$2000
  上午11:30:38  01160691  玩家023    21  $ 5000  未中    -$5000
  上午11:30:39  01160691  玩家004    36  $  100  未中     -$100
  上午11:30:39  01160691  玩家008     大  $  500  未中     -$500
  上午11:30:39  01160691  玩家005    26  $ 1000  未中    -$1000
  上午11:30:40  01160691  玩家014     小  $  200  中獎     +$200
  上午11:30:40  01160691  玩家006     雙  $  100  未中     -$100
  上午11:30:40  01160691  玩家007     大  $ 2000  未中    -$2000
  上午11:30:40  01160691  玩家008     大  $ 2000  未中    -$2000
  上午11:30:40  01160691  玩家020    34  $  200  未中     -$200
  上午11:30:40  01160691  玩家005    25  $ 5000  未中    -$5000
  上午11:30:41  01160691  玩家005     大  $  500  未中     -$500
  上午11:30:41  01160691  玩家012     綠  $ 5000  中獎    +$9000
  上午11:30:41  01160691  玩家003     單  $ 1000  中獎    +$1000
  上午11:30:41  01160691  玩家018     小  $ 2000  中獎    +$2000
  上午11:30:42  01160691  玩家021     小  $ 1000  中獎    +$1000
  上午11:30:42  01160691  玩家011     大  $  100  未中     -$100
  上午11:30:42  01160691  玩家023     單  $  200  中獎     +$200
  上午11:30:42  01160691  玩家025    03  $ 5000  未中    -$5000
  上午11:30:43  01160691  玩家025    01  $  200  未中     -$200
  上午11:30:43  01160691  玩家030    30  $  500  未中     -$500
  上午11:30:43  01160691  玩家008     小  $ 5000  中獎    +$5000
  上午11:30:43  01160691  玩家008     小  $ 5000  中獎    +$5000
  上午11:30:43  01160691  玩家026    01  $  100  未中     -$100
  上午11:30:44  01160691  玩家010    12  $  100  未中     -$100
  上午11:30:44  01160691  玩家025     紅  $ 2000  未中    -$2000
  上午11:30:44  01160691  玩家027     紅  $  100  未中     -$100
  上午11:30:45  01160691  玩家020    27  $  100  未中     -$100
  上午11:30:45  01160691  玩家018     單  $  100  中獎     +$100
  上午11:30:45  01160691  玩家023     大  $ 2000  未中    -$2000
  上午11:30:45  01160691  玩家021     大  $ 5000  未中    -$5000
  上午11:30:46  01160691  玩家030     雙  $  500  未中     -$500
  上午11:30:46  01160691  玩家022     單  $  500  中獎     +$500
  上午11:30:46  01160691  玩家016     單  $  200  中獎     +$200
  上午11:30:46  01160691  玩家015    31  $ 1000  未中    -$1000
  上午11:30:47  01160691  玩家009    22  $  500  未中     -$500
  上午11:30:47  01160691  玩家007    01  $  500  未中     -$500
  上午11:30:47  01160691  玩家012     雙  $  100  未中     -$100
  上午11:30:48  01160691  玩家013     單  $  200  中獎     +$200
  上午11:30:48  01160691  玩家029     單  $  500  中獎     +$500
  上午11:30:49  01160691  玩家009    31  $  200  未中     -$200
  上午11:30:49  01160691  玩家008     大  $  200  未中     -$200
  上午11:30:49  01160691  玩家006     大  $ 1000  未中    -$1000
  上午11:30:49  01160691  玩家014    28  $ 1000  未中    -$1000
  上午11:30:49  01160691  玩家016     雙  $  100  未中     -$100
  上午11:30:50  01160691  玩家024     小  $ 2000  中獎    +$2000
  上午11:30:50  01160691  玩家022     綠  $  200  中獎  +$359.99999999999994
  上午11:30:50  01160691  玩家022     紅  $ 2000  未中    -$2000
  上午11:30:50  01160691  玩家027     大  $ 5000  未中    -$5000
  上午11:30:50  01160691  玩家027    05  $ 2000  未中    -$2000
  上午11:30:51  01160691  玩家024     藍  $  100  未中     -$100
  上午11:30:51  01160691  玩家024     藍  $ 1000  未中    -$1000
  上午11:30:51  01160691  玩家003     小  $ 1000  中獎    +$1000
  上午11:30:51  01160691  玩家017     小  $  500  中獎     +$500
  上午11:30:51  01160691  玩家023    11  $  100  未中     -$100
  上午11:30:51  01160691  玩家009     小  $  100  中獎     +$100
  上午11:30:51  01160691  玩家013    27  $ 2000  未中    -$2000
  上午11:30:51  01160691  玩家012     藍  $ 1000  未中    -$1000
  上午11:31:14  01160692  玩家011    21  $  500  未中     -$500
  上午11:31:14  01160692  玩家006    37  $  200  未中     -$200
  上午11:31:15  01160692  玩家008    16  $  200  未中     -$200
  上午11:31:15  01160692  玩家018     小  $  200  未中     -$200
  上午11:31:16  01160692  玩家026     單  $  100  中獎     +$100
  上午11:31:16  01160692  玩家030     雙  $ 1000  未中    -$1000
  上午11:31:17  01160692  玩家027     雙  $ 1000  未中    -$1000
  上午11:31:17  01160692  玩家013     大  $ 2000  中獎    +$2000
  上午11:31:17  01160692  玩家029     藍  $ 1000  未中    -$1000
  上午11:31:17  01160692  玩家019     綠  $  500  未中     -$500
  上午11:31:18  01160692  玩家024     藍  $  200  未中     -$200
  上午11:31:19  01160692  玩家012     小  $ 1000  未中    -$1000
  上午11:31:19  01160692  玩家015    39  $ 2000  未中    -$2000
  上午11:31:19  01160692  玩家006     單  $  500  中獎     +$500
  上午11:31:20  01160692  玩家006     大  $  200  中獎     +$200
  上午11:31:20  01160692  玩家013     藍  $  100  未中     -$100
  上午11:31:20  01160692  玩家024    35  $ 5000  中獎  +$175000
  上午11:31:20  01160692  玩家017     藍  $  500  未中     -$500
  上午11:31:21  01160692  玩家025    08  $ 1000  未中    -$1000
  上午11:31:21  01160692  玩家015     單  $ 5000  中獎    +$5000
  上午11:31:21  01160692  玩家017     單  $ 5000  中獎    +$5000
  上午11:31:22  01160692  玩家029     紅  $  200  中獎  +$359.99999999999994
  上午11:31:22  01160692  玩家011    39  $ 1000  未中    -$1000
  上午11:31:22  01160692  玩家008     小  $ 1000  未中    -$1000
  上午11:31:22  01160692  玩家016     大  $ 5000  中獎    +$5000
  上午11:31:22  01160692  玩家002    29  $ 2000  未中    -$2000
  上午11:31:23  01160692  玩家008     小  $ 2000  未中    -$2000
  上午11:31:23  01160692  玩家028     大  $  100  中獎     +$100
  上午11:31:24  01160692  玩家012     綠  $ 2000  未中    -$2000
  上午11:31:24  01160692  玩家015     雙  $ 1000  未中    -$1000
  上午11:31:25  01160692  玩家001    27  $  500  未中     -$500
  上午11:31:25  01160692  玩家027     藍  $  100  未中     -$100
  上午11:31:25  01160692  玩家005     雙  $  500  未中     -$500
  上午11:31:25  01160692  玩家004    08  $  200  未中     -$200
  上午11:31:25  01160692  玩家004    21  $  100  未中     -$100
