════════════════════════════════════════════════════════════
                    模擬下注報表
════════════════════════════════════════════════════════════

【基本資訊】
  開始時間: 2026/1/16 上午8:42:45
  結束時間: 2026/1/16 上午8:52:37
  模擬時長: 9.9 分鐘
  模擬玩家: 30 人

【總計統計】
  總期數: 9 期
  總下注筆數: 1136 筆
  總下注金額: $1,617,900
  系統總損益: $-109,700

────────────────────────────────────────────────────────────
【各期開獎記錄】
────────────────────────────────────────────────────────────
  期數          開獎  下注數  總金額      系統損益
  01160525  undefined    115筆   $  124000  $  -67400
  01160526  undefined     93筆   $  110200  $   39200
  01160527  undefined    174筆   $  263700  $  -43300
  01160528  undefined    109筆   $  158900  $   46900
  01160529  undefined    110筆   $  133400  $  -65200
  01160530  undefined    133筆   $  215300  $  -36700
  01160531  undefined     99筆   $  144400  $  -26200
  01160532  undefined    117筆   $  168400  $   23200
  01160533  undefined    106筆   $  171800  $   19800

────────────────────────────────────────────────────────────
【玩家損益排行】
────────────────────────────────────────────────────────────
  玩家        下注數  總下注      勝/負     損益
  玩家018     38筆   $   48300  14/22      +$100700
  玩家013     32筆   $   44800  12/20       +$83000
  玩家027     39筆   $   46300  11/26       +$50700
  玩家021     46筆   $   63200  15/27       +$49100
  玩家016     44筆   $   68600  13/27       +$40000
  玩家005     49筆   $   73400  10/30       +$30100
  玩家023     34筆   $   55300  7/25       +$29500
  玩家001     34筆   $   43600  11/22       +$25200
  玩家020     35筆   $   35100  10/22       +$15100
  玩家011     34筆   $   58500  4/28       +$10400
  玩家007     42筆   $   59700  9/31        +$6300
  玩家029     36筆   $   40900  11/23        +$4100
  玩家024     42筆   $   67000  15/25        -$2300
  玩家014     33筆   $   50800  6/25        -$4600
  玩家003     41筆   $   59000  10/30        -$4800
  玩家017     45筆   $   65500  9/32        -$6300
  玩家009     40筆   $   48700  11/22        -$6400
  玩家025     44筆   $   61400  10/31        -$8600
  玩家004     34筆   $   57800  9/21       -$12700
  玩家008     46筆   $   65100  12/33       -$14600
  玩家022     31筆   $   45700  8/21       -$15100
  玩家028     35筆   $   45400  8/24       -$17000
  玩家026     35筆   $   41100  6/26       -$20700
  玩家002     35筆   $   52700  6/27       -$23600
  玩家030     29筆   $   34500  6/21       -$25100
  玩家006     38筆   $   38900  7/29       -$25600
  玩家012     32筆   $   62300  9/22       -$25700
  玩家010     30筆   $   51600  4/25       -$39600
  玩家019     42筆   $   65400  7/30       -$40200
  玩家015     41筆   $   67300  6/33       -$41600

────────────────────────────────────────────────────────────
【詳細下注記錄】
────────────────────────────────────────────────────────────
  時間      期數          玩家        目標    金額      結果    損益
  上午8:43:28  01160524  玩家011    15  $ 5000  未中    -$5000
  上午8:43:29  01160524  玩家009     雙  $ 1000  中獎    +$1000
  上午8:43:29  01160524  玩家003     小  $ 2000  中獎    +$2000
  上午8:43:29  01160524  玩家005     雙  $ 1000  中獎    +$1000
  上午8:43:29  01160524  玩家006    03  $  500  未中     -$500
  上午8:43:30  01160524  玩家027     紅  $  100  中獎    +$1100
  上午8:43:30  01160524  玩家015    03  $ 5000  未中    -$5000
  上午8:43:30  01160524  玩家005     小  $ 2000  中獎    +$2000
  上午8:43:31  01160524  玩家016     雙  $  500  中獎     +$500
  上午8:43:31  01160524  玩家018    12  $  200  未中     -$200
  上午8:43:31  01160524  玩家028     單  $ 1000  未中    -$1000
  上午8:43:31  01160524  玩家001    38  $  500  未中     -$500
  上午8:43:32  01160524  玩家026     大  $ 5000  未中    -$5000
  上午8:43:32  01160524  玩家027    37  $ 1000  未中    -$1000
  上午8:43:32  01160524  玩家027     大  $  500  未中     -$500
  上午8:43:32  01160524  玩家008     單  $ 5000  未中    -$5000
  上午8:43:32  01160524  玩家022    07  $ 1000  未中    -$1000
  上午8:43:33  01160524  玩家029    21  $ 1000  未中    -$1000
  上午8:43:33  01160524  玩家001    34  $  500  未中     -$500
  上午8:43:34  01160524  玩家028    25  $ 1000  未中    -$1000
  上午8:43:34  01160524  玩家021     大  $  100  未中     -$100
  上午8:43:34  01160524  玩家013    18  $  500  未中     -$500
  上午8:43:35  01160524  玩家021     雙  $  100  中獎     +$100
  上午8:43:35  01160524  玩家002    25  $  100  未中     -$100
  上午8:43:35  01160524  玩家008     小  $  500  中獎     +$500
  上午8:43:36  01160524  玩家016     小  $  100  中獎     +$100
  上午8:43:36  01160524  玩家009     小  $ 1000  中獎    +$1000
  上午8:43:36  01160524  玩家016     紅  $ 2000  中獎   +$22000
  上午8:43:36  01160524  玩家004    33  $  200  未中     -$200
  上午8:43:37  01160524  玩家010     綠  $  100  未中     -$100
  上午8:43:37  01160524  玩家013     小  $ 1000  中獎    +$1000
  上午8:43:37  01160524  玩家026     大  $ 2000  未中    -$2000
  上午8:43:37  01160524  玩家011    11  $ 1000  未中    -$1000
  上午8:43:37  01160524  玩家027     雙  $  200  中獎     +$200
  上午8:43:38  01160524  玩家014     紅  $ 2000  中獎   +$22000
  上午8:43:38  01160524  玩家027     小  $  500  中獎     +$500
  上午8:43:38  01160524  玩家012     單  $ 5000  未中    -$5000
  上午8:43:39  01160524  玩家024     大  $ 2000  未中    -$2000
  上午8:43:39  01160524  玩家027    04  $ 1000  未中    -$1000
  上午8:43:39  01160524  玩家005     大  $  100  未中     -$100
  上午8:43:39  01160524  玩家024     紅  $  200  中獎    +$2200
  上午8:43:39  01160524  玩家009    15  $  100  未中     -$100
  上午8:43:40  01160524  玩家012     單  $  100  未中     -$100
  上午8:43:40  01160524  玩家028     小  $  500  中獎     +$500
  上午8:43:41  01160524  玩家011     綠  $  500  未中     -$500
  上午8:43:41  01160524  玩家009     大  $  100  未中     -$100
  上午8:43:41  01160524  玩家003    18  $  100  未中     -$100
  上午8:43:41  01160524  玩家004    20  $  500  未中     -$500
  上午8:43:41  01160524  玩家017    14  $  200  未中     -$200
  上午8:43:42  01160524  玩家025     小  $ 2000  中獎    +$2000
  上午8:43:42  01160524  玩家005     藍  $  500  未中     -$500
  上午8:43:43  01160524  玩家024    17  $  500  未中     -$500
  上午8:43:43  01160524  玩家007     單  $ 2000  未中    -$2000
  上午8:43:44  01160524  玩家001     單  $ 1000  未中    -$1000
  上午8:43:44  01160524  玩家009     藍  $  100  未中     -$100
  上午8:43:44  01160524  玩家027    23  $  500  未中     -$500
  上午8:43:45  01160524  玩家027    21  $  100  未中     -$100
  上午8:43:45  01160524  玩家008     小  $  100  中獎     +$100
  上午8:43:45  01160524  玩家007    27  $  100  未中     -$100
  上午8:43:45  01160524  玩家002    07  $  500  未中     -$500
  上午8:43:46  01160524  玩家018     小  $  100  中獎     +$100
  上午8:43:47  01160524  玩家024    31  $ 2000  未中    -$2000
  上午8:43:47  01160524  玩家008    28  $  200  未中     -$200
  上午8:43:47  01160524  玩家021    19  $ 1000  未中    -$1000
  上午8:43:47  01160524  玩家024     紅  $  500  中獎    +$5500
  上午8:43:48  01160524  玩家013     雙  $ 2000  中獎    +$2000
  上午8:43:48  01160524  玩家025    01  $  200  未中     -$200
  上午8:43:48  01160524  玩家024     雙  $  200  中獎     +$200
  上午8:43:49  01160524  玩家020     雙  $ 5000  中獎    +$5000
  上午8:43:49  01160524  玩家004     大  $  100  未中     -$100
  上午8:43:50  01160524  玩家027     藍  $ 1000  未中    -$1000
  上午8:43:50  01160524  玩家021     單  $ 2000  未中    -$2000
  上午8:43:50  01160524  玩家009     單  $ 5000  未中    -$5000
  上午8:43:50  01160524  玩家005     大  $ 1000  未中    -$1000
  上午8:43:51  01160524  玩家026    03  $  200  未中     -$200
  上午8:43:51  01160524  玩家001     雙  $ 2000  中獎    +$2000
  上午8:44:14  01160525  玩家021    12  $  100  未中     -$100
  上午8:44:15  01160525  玩家014     單  $ 2000  未中    -$2000
  上午8:44:15  01160525  玩家025     藍  $  100  未中     -$100
  上午8:44:15  01160525  玩家006     大  $  500  未中     -$500
  上午8:44:16  01160525  玩家011    29  $ 1000  未中    -$1000
  上午8:44:16  01160525  玩家022     大  $ 5000  未中    -$5000
  上午8:44:17  01160525  玩家025     單  $  500  未中     -$500
  上午8:44:18  01160525  玩家019     綠  $  500  未中     -$500
  上午8:44:18  01160525  玩家003     單  $  200  未中     -$200
  上午8:44:19  01160525  玩家016    12  $ 2000  未中    -$2000
  上午8:44:19  01160525  玩家005     藍  $  100  未中     -$100
  上午8:44:20  01160525  玩家016     綠  $ 2000  未中    -$2000
  上午8:44:20  01160525  玩家013    01  $  500  未中     -$500
  上午8:44:22  01160525  玩家015    18  $ 1000  未中    -$1000
  上午8:44:22  01160525  玩家005    11  $  200  未中     -$200
  上午8:44:23  01160525  玩家001    33  $  100  未中     -$100
  上午8:44:23  01160525  玩家011    13  $  200  未中     -$200
  上午8:44:24  01160525  玩家029    22  $  100  未中     -$100
  上午8:44:24  01160525  玩家021     雙  $ 2000  中獎    +$2000
  上午8:44:24  01160525  玩家028    09  $ 2000  未中    -$2000
  上午8:44:24  01160525  玩家028     綠  $  100  未中     -$100
  上午8:44:24  01160525  玩家008     雙  $  100  中獎     +$100
  上午8:44:24  01160525  玩家003     藍  $ 1000  未中    -$1000
  上午8:44:25  01160525  玩家007    29  $  100  未中     -$100
  上午8:44:25  01160525  玩家001     小  $ 1000  中獎    +$1000
  上午8:44:26  01160525  玩家020     大  $  100  未中     -$100
  上午8:44:26  01160525  玩家007    34  $  500  未中     -$500
  上午8:44:26  01160525  玩家014    10  $  200  未中     -$200
  上午8:44:26  01160525  玩家002     綠  $ 2000  未中    -$2000
  上午8:44:26  01160525  玩家015    05  $  200  未中     -$200
  上午8:44:27  01160525  玩家021     紅  $  100  中獎    +$1100
  上午8:44:28  01160525  玩家012    36  $  200  未中     -$200
  上午8:44:28  01160525  玩家026     單  $  200  未中     -$200
  上午8:44:28  01160525  玩家024     小  $ 2000  中獎    +$2000
  上午8:44:29  01160525  玩家025     大  $  500  未中     -$500
  上午8:44:29  01160525  玩家018     雙  $  500  中獎     +$500
  上午8:44:30  01160525  玩家012     小  $ 1000  中獎    +$1000
  上午8:44:30  01160525  玩家015     綠  $  100  未中     -$100
  上午8:44:30  01160525  玩家005     雙  $ 2000  中獎    +$2000
  上午8:44:30  01160525  玩家009     紅  $ 2000  中獎   +$22000
  上午8:44:30  01160525  玩家016    35  $ 5000  未中    -$5000
  上午8:44:31  01160525  玩家006     綠  $  100  未中     -$100
  上午8:44:32  01160525  玩家005     大  $  200  未中     -$200
  上午8:44:32  01160525  玩家026     綠  $  100  未中     -$100
  上午8:44:32  01160525  玩家025    21  $ 5000  未中    -$5000
  上午8:44:32  01160525  玩家030    37  $ 2000  未中    -$2000
  上午8:44:33  01160525  玩家015     藍  $ 1000  未中    -$1000
  上午8:44:33  01160525  玩家020    08  $  100  未中     -$100
  上午8:44:33  01160525  玩家006     大  $  500  未中     -$500
  上午8:44:34  01160525  玩家003    04  $  100  未中     -$100
  上午8:44:34  01160525  玩家028    22  $ 5000  未中    -$5000
  上午8:44:34  01160525  玩家016     雙  $  200  中獎     +$200
  上午8:44:34  01160525  玩家002     大  $  500  未中     -$500
  上午8:44:34  01160525  玩家011    24  $  500  未中     -$500
  上午8:44:34  01160525  玩家011    06  $  500  未中     -$500
  上午8:44:35  01160525  玩家019     小  $  200  中獎     +$200
  上午8:44:35  01160525  玩家005     藍  $  200  未中     -$200
  上午8:44:36  01160525  玩家020    35  $ 1000  未中    -$1000
  上午8:44:36  01160525  玩家006     紅  $  200  中獎    +$2200
  上午8:44:38  01160525  玩家030    36  $ 2000  未中    -$2000
  上午8:44:38  01160525  玩家019     大  $ 5000  未中    -$5000
  上午8:44:38  01160525  玩家027     大  $ 1000  未中    -$1000
  上午8:44:40  01160525  玩家016    19  $  500  未中     -$500
  上午8:44:40  01160525  玩家019    23  $  100  未中     -$100
  上午8:44:41  01160525  玩家017    26  $ 1000  未中    -$1000
  上午8:44:41  01160525  玩家005     紅  $  100  中獎    +$1100
  上午8:44:41  01160525  玩家015     大  $  200  未中     -$200
  上午8:44:42  01160525  玩家006     紅  $  500  中獎    +$5500
  上午8:44:42  01160525  玩家017     小  $ 2000  中獎    +$2000
  上午8:44:42  01160525  玩家013    02  $ 2000  未中    -$2000
  上午8:44:42  01160525  玩家003     雙  $ 5000  中獎    +$5000
  上午8:44:42  01160525  玩家012     小  $  200  中獎     +$200
  上午8:44:43  01160525  玩家009     單  $  500  未中     -$500
  上午8:44:43  01160525  玩家001    10  $ 1000  未中    -$1000
  上午8:44:43  01160525  玩家015     綠  $  100  未中     -$100
  上午8:44:44  01160525  玩家020    14  $  200  未中     -$200
  上午8:44:44  01160525  玩家008    36  $ 5000  未中    -$5000
  上午8:44:45  01160525  玩家009     藍  $ 5000  未中    -$5000
  上午8:44:45  01160525  玩家002    31  $  200  未中     -$200
  上午8:44:45  01160525  玩家023    12  $ 2000  未中    -$2000
  上午8:44:46  01160525  玩家005     單  $  500  未中     -$500
  上午8:44:47  01160525  玩家029     小  $  100  中獎     +$100
  上午8:44:48  01160525  玩家024    15  $ 5000  未中    -$5000
  上午8:44:48  01160525  玩家022     大  $ 1000  未中    -$1000
  上午8:44:49  01160525  玩家017     大  $ 2000  未中    -$2000
  上午8:44:49  01160525  玩家014    13  $ 5000  未中    -$5000
  上午8:44:50  01160525  玩家007     紅  $  200  中獎    +$2200
  上午8:44:51  01160525  玩家017    37  $ 5000  未中    -$5000
  上午8:44:51  01160525  玩家025    17  $  500  未中     -$500
  上午8:44:51  01160525  玩家004     雙  $  100  中獎     +$100
  上午8:44:51  01160525  玩家009     大  $  200  未中     -$200
  上午8:44:52  01160525  玩家013     大  $  100  未中     -$100
  上午8:44:52  01160525  玩家019     小  $  500  中獎     +$500
  上午8:45:13  01160526  玩家027     小  $  500  中獎     +$500
  上午8:45:14  01160526  玩家020    17  $  100  未中     -$100
  上午8:45:14  01160526  玩家024     藍  $ 1000  未中    -$1000
  上午8:45:15  01160526  玩家027    34  $  500  未中     -$500
  上午8:45:15  01160526  玩家025     綠  $  100  未中     -$100
  上午8:45:16  01160526  玩家007     紅  $ 2000  中獎   +$22000
  上午8:45:16  01160526  玩家001    13  $  200  未中     -$200
  上午8:45:16  01160526  玩家016     藍  $ 2000  未中    -$2000
  上午8:45:16  01160526  玩家027     小  $ 1000  中獎    +$1000
  上午8:45:16  01160526  玩家025     雙  $ 1000  中獎    +$1000
  上午8:45:16  01160526  玩家010     藍  $ 5000  未中    -$5000
  上午8:45:17  01160526  玩家005     藍  $ 1000  未中    -$1000
  上午8:45:17  01160526  玩家028    29  $  500  未中     -$500
  上午8:45:17  01160526  玩家009    24  $ 2000  未中    -$2000
  上午8:45:17  01160526  玩家023     藍  $ 5000  未中    -$5000
  上午8:45:18  01160526  玩家019     小  $  500  中獎     +$500
  上午8:45:18  01160526  玩家027     大  $ 1000  未中    -$1000
  上午8:45:18  01160526  玩家029     小  $  200  中獎     +$200
  上午8:45:18  01160526  玩家023     大  $  500  未中     -$500
  上午8:45:18  01160526  玩家005     小  $ 1000  中獎    +$1000
  上午8:45:18  01160526  玩家025    39  $  100  未中     -$100
  上午8:45:19  01160526  玩家015     單  $  100  未中     -$100
  上午8:45:19  01160526  玩家009     小  $ 2000  中獎    +$2000
  上午8:45:19  01160526  玩家017     綠  $ 2000  未中    -$2000
  上午8:45:19  01160526  玩家020     小  $ 2000  中獎    +$2000
  上午8:45:19  01160526  玩家012    34  $  200  未中     -$200
  上午8:45:20  01160526  玩家013    37  $ 5000  未中    -$5000
  上午8:45:20  01160526  玩家010    24  $ 5000  未中    -$5000
  上午8:45:20  01160526  玩家013    21  $  100  未中     -$100
  上午8:45:20  01160526  玩家018     紅  $  100  中獎    +$1100
  上午8:45:21  01160526  玩家003     單  $  200  未中     -$200
  上午8:45:21  01160526  玩家025     雙  $ 5000  中獎    +$5000
  上午8:45:21  01160526  玩家002     雙  $  500  中獎     +$500
  上午8:45:21  01160526  玩家012    35  $  100  未中     -$100
  上午8:45:22  01160526  玩家017    10  $  500  未中     -$500
  上午8:45:22  01160526  玩家026     大  $ 2000  未中    -$2000
  上午8:45:22  01160526  玩家007     單  $  500  未中     -$500
  上午8:45:23  01160526  玩家024    14  $ 1000  未中    -$1000
  上午8:45:23  01160526  玩家025     大  $ 5000  未中    -$5000
  上午8:45:23  01160526  玩家008     小  $  500  中獎     +$500
  上午8:45:23  01160526  玩家008    24  $  100  未中     -$100
  上午8:45:23  01160526  玩家028     紅  $  500  中獎    +$5500
  上午8:45:23  01160526  玩家018    28  $  100  未中     -$100
  上午8:45:23  01160526  玩家030     綠  $  100  未中     -$100
  上午8:45:24  01160526  玩家003     綠  $  200  未中     -$200
  上午8:45:24  01160526  玩家004     小  $ 5000  中獎    +$5000
  上午8:45:24  01160526  玩家025     紅  $ 2000  中獎   +$22000
  上午8:45:24  01160526  玩家021     綠  $  200  未中     -$200
  上午8:45:24  01160526  玩家002     大  $ 5000  未中    -$5000
  上午8:45:24  01160526  玩家014    31  $ 2000  未中    -$2000
  上午8:45:24  01160526  玩家010    17  $  500  未中     -$500
  上午8:45:24  01160526  玩家019     大  $ 5000  未中    -$5000
  上午8:45:24  01160526  玩家005     大  $ 5000  未中    -$5000
  上午8:45:25  01160526  玩家007     藍  $ 2000  未中    -$2000
  上午8:45:25  01160526  玩家030     小  $ 1000  中獎    +$1000
  上午8:45:25  01160526  玩家007     大  $  100  未中     -$100
  上午8:45:25  01160526  玩家024     雙  $ 1000  中獎    +$1000
  上午8:45:25  01160526  玩家003     雙  $ 5000  中獎    +$5000
  上午8:45:26  01160526  玩家012     小  $ 5000  中獎    +$5000
  上午8:45:26  01160526  玩家007     紅  $ 1000  中獎   +$11000
  上午8:45:26  01160526  玩家020     小  $  200  中獎     +$200
  上午8:45:27  01160526  玩家030     小  $ 2000  中獎    +$2000
  上午8:45:27  01160526  玩家015    23  $ 2000  未中    -$2000
  上午8:45:28  01160526  玩家026    15  $ 1000  未中    -$1000
  上午8:45:28  01160526  玩家006     藍  $  100  未中     -$100
  上午8:45:28  01160526  玩家010     單  $ 2000  未中    -$2000
  上午8:45:29  01160526  玩家029     小  $ 1000  中獎    +$1000
  上午8:45:29  01160526  玩家017     綠  $ 5000  未中    -$5000
  上午8:45:29  01160526  玩家012     綠  $ 5000  未中    -$5000
  上午8:45:30  01160526  玩家025    27  $  100  未中     -$100
  上午8:45:30  01160526  玩家003     綠  $  100  未中     -$100
  上午8:45:30  01160526  玩家002    36  $ 1000  未中    -$1000
  上午8:45:30  01160526  玩家024     雙  $ 5000  中獎    +$5000
  上午8:45:30  01160526  玩家018     單  $ 1000  未中    -$1000
  上午8:45:30  01160526  玩家014    14  $  100  未中     -$100
  上午8:45:30  01160526  玩家010    01  $ 2000  未中    -$2000
  上午8:45:31  01160526  玩家026    39  $  200  未中     -$200
  上午8:45:31  01160526  玩家019     大  $  500  未中     -$500
  上午8:45:31  01160526  玩家001    11  $ 2000  未中    -$2000
  上午8:45:31  01160526  玩家013    17  $  100  未中     -$100
  上午8:45:32  01160526  玩家017     綠  $  500  未中     -$500
  上午8:45:32  01160526  玩家006     大  $  500  未中     -$500
  上午8:45:33  01160526  玩家020     單  $  500  未中     -$500
  上午8:45:33  01160526  玩家013    36  $ 1000  未中    -$1000
  上午8:45:33  01160526  玩家029     綠  $  200  未中     -$200
  上午8:45:33  01160526  玩家009     綠  $ 5000  未中    -$5000
  上午8:45:34  01160526  玩家026     大  $  200  未中     -$200
  上午8:45:34  01160526  玩家028    25  $  200  未中     -$200
  上午8:45:34  01160526  玩家016     紅  $ 1000  中獎   +$11000
  上午8:45:35  01160526  玩家010    01  $ 5000  未中    -$5000
  上午8:45:35  01160526  玩家002    19  $ 2000  未中    -$2000
  上午8:45:35  01160526  玩家005    19  $  200  未中     -$200
  上午8:45:36  01160526  玩家008     單  $ 1000  未中    -$1000
  上午8:45:36  01160526  玩家004    28  $ 1000  未中    -$1000
  上午8:45:36  01160526  玩家019    25  $  500  未中     -$500
  上午8:45:36  01160526  玩家015    23  $ 5000  未中    -$5000
  上午8:45:36  01160526  玩家007    30  $ 5000  未中    -$5000
  上午8:45:36  01160526  玩家018     紅  $ 5000  中獎   +$55000
  上午8:45:37  01160526  玩家021     單  $ 2000  未中    -$2000
  上午8:45:37  01160526  玩家011     小  $ 1000  中獎    +$1000
  上午8:45:37  01160526  玩家022     小  $  500  中獎     +$500
  上午8:45:37  01160526  玩家017     藍  $  200  未中     -$200
  上午8:45:37  01160526  玩家016    04  $  100  未中     -$100
  上午8:45:38  01160526  玩家024     紅  $ 1000  中獎   +$11000
  上午8:45:38  01160526  玩家010     雙  $ 1000  中獎    +$1000
  上午8:45:38  01160526  玩家005    30  $  200  未中     -$200
  上午8:45:39  01160526  玩家022     雙  $ 1000  中獎    +$1000
  上午8:45:39  01160526  玩家017     紅  $  500  中獎    +$5500
  上午8:45:39  01160526  玩家030     單  $  500  未中     -$500
  上午8:45:39  01160526  玩家003    16  $  500  未中     -$500
  上午8:45:39  01160526  玩家021    22  $ 1000  未中    -$1000
  上午8:45:40  01160526  玩家007     紅  $  500  中獎    +$5500
  上午8:45:40  01160526  玩家028    14  $  200  未中     -$200
  上午8:45:40  01160526  玩家024     紅  $  100  中獎    +$1100
  上午8:45:40  01160526  玩家017     大  $  500  未中     -$500
  上午8:45:40  01160526  玩家023     單  $ 5000  未中    -$5000
  上午8:45:40  01160526  玩家006    34  $  100  未中     -$100
  上午8:45:41  01160526  玩家005    37  $ 2000  未中    -$2000
  上午8:45:41  01160526  玩家008    26  $ 2000  未中    -$2000
  上午8:45:41  01160526  玩家001    21  $  100  未中     -$100
  上午8:45:41  01160526  玩家028     綠  $ 1000  未中    -$1000
  上午8:45:41  01160526  玩家030    35  $ 1000  未中    -$1000
  上午8:45:42  01160526  玩家010     大  $  100  未中     -$100
  上午8:45:42  01160526  玩家018    03  $  200  未中     -$200
  上午8:45:42  01160526  玩家010     藍  $ 1000  未中    -$1000
  上午8:45:42  01160526  玩家017     單  $  100  未中     -$100
  上午8:45:42  01160526  玩家027    27  $ 2000  未中    -$2000
  上午8:45:42  01160526  玩家007     雙  $ 5000  中獎    +$5000
  上午8:45:42  01160526  玩家015     大  $  100  未中     -$100
  上午8:45:43  01160526  玩家011     藍  $ 1000  未中    -$1000
  上午8:45:43  01160526  玩家022    34  $  100  未中     -$100
  上午8:45:43  01160526  玩家013     雙  $  500  中獎     +$500
  上午8:45:43  01160526  玩家029     雙  $ 1000  中獎    +$1000
  上午8:45:43  01160526  玩家021     大  $ 1000  未中    -$1000
  上午8:45:44  01160526  玩家011     大  $  500  未中     -$500
  上午8:45:44  01160526  玩家015    06  $ 1000  未中    -$1000
