════════════════════════════════════════════════════════════
                    模擬下注報表
════════════════════════════════════════════════════════════

【基本資訊】
  開始時間: 2026/1/16 上午8:06:14
  結束時間: 2026/1/16 上午8:16:18
  模擬時長: 10.1 分鐘
  模擬玩家: 30 人

【總計統計】
  總期數: 10 期
  總下注筆數: 1193 筆
  總下注金額: $1,757,500
  系統總損益: $-362,000

────────────────────────────────────────────────────────────
【各期開獎記錄】
────────────────────────────────────────────────────────────
  期數          開獎  下注數  總金額      系統損益
  01160488  undefined     83筆   $  113300  $   -5900
  01160489  undefined     96筆   $  135700  $  -44700
  01160490  undefined    104筆   $  158200  $  -51200
  01160491  undefined    113筆   $  186200  $  -48400
  01160492  undefined     97筆   $  129100  $  -75900
  01160493  undefined    141筆   $  226100  $  -55900
  01160494  undefined    188筆   $  257000  $    2800
  01160495  undefined     85筆   $  127300  $   26100
  01160496  undefined    178筆   $  272700  $ -149100
  01160497  undefined    105筆   $  146600  $   40200

────────────────────────────────────────────────────────────
【玩家損益排行】
────────────────────────────────────────────────────────────
  玩家        下注數  總下注      勝/負     損益
  玩家006     26筆   $   43000  8/18       +$83600
  玩家030     37筆   $   61100  9/28       +$72500
  玩家010     32筆   $   60400  14/18       +$68400
  玩家021     42筆   $   74700  9/33       +$58300
  玩家019     35筆   $   52400  11/24       +$52400
  玩家001     45筆   $   71100  16/29       +$51300
  玩家029     44筆   $   62700  12/32       +$50500
  玩家008     38筆   $   51300  12/26       +$37100
  玩家017     43筆   $   48300  10/33       +$35300
  玩家025     47筆   $   64200  16/31       +$31400
  玩家005     45筆   $   44900  14/31       +$18300
  玩家026     43筆   $   53900  13/30       +$17300
  玩家014     46筆   $   71400  13/33       +$16200
  玩家004     30筆   $   57600  7/23        +$8800
  玩家011     42筆   $   57400  17/25        +$8000
  玩家007     40筆   $   48900  7/33        +$7500
  玩家016     35筆   $   47700  6/29        +$5300
  玩家022     39筆   $   58900  13/26        -$5500
  玩家018     45筆   $   69100  10/35        -$6500
  玩家013     34筆   $   48100  7/27        -$6700
  玩家003     45筆   $   47800  14/31        -$9400
  玩家023     51筆   $   91700  14/36       -$12200
  玩家012     37筆   $   66500  10/27       -$15700
  玩家020     34筆   $   65900  12/22       -$18100
  玩家002     38筆   $   43900  13/25       -$20700
  玩家009     39筆   $   58300  7/32       -$22300
  玩家028     36筆   $   52400  8/28       -$30600
  玩家024     41筆   $   53200  5/36       -$32600
  玩家027     35筆   $   61700  7/27       -$37900
  玩家015     49筆   $   69000  11/37       -$42000

────────────────────────────────────────────────────────────
【詳細下注記錄】
────────────────────────────────────────────────────────────
  時間      期數          玩家        目標    金額      結果    損益
  上午8:06:50  01160487  玩家008    10  $ 5000  未中    -$5000
  上午8:06:51  01160487  玩家014     雙  $  500  中獎     +$500
  上午8:06:51  01160487  玩家012    24  $  200  未中     -$200
  上午8:06:51  01160487  玩家002    20  $ 2000  未中    -$2000
  上午8:06:52  01160487  玩家006     綠  $ 1000  未中    -$1000
  上午8:06:52  01160487  玩家012     紅  $  500  中獎    +$5500
  上午8:07:14  01160488  玩家007     紅  $  100  中獎    +$1100
  上午8:07:15  01160488  玩家022    15  $  500  未中     -$500
  上午8:07:15  01160488  玩家002    05  $ 1000  未中    -$1000
  上午8:07:16  01160488  玩家027     大  $  500  未中     -$500
  上午8:07:16  01160488  玩家013     紅  $  100  中獎    +$1100
  上午8:07:16  01160488  玩家025     大  $  200  未中     -$200
  上午8:07:16  01160488  玩家016     藍  $ 2000  未中    -$2000
  上午8:07:17  01160488  玩家024    18  $  200  未中     -$200
  上午8:07:17  01160488  玩家026    09  $ 1000  未中    -$1000
  上午8:07:18  01160488  玩家021     單  $ 2000  未中    -$2000
  上午8:07:18  01160488  玩家014     雙  $  100  中獎     +$100
  上午8:07:18  01160488  玩家010    15  $ 5000  未中    -$5000
  上午8:07:19  01160488  玩家006     雙  $  100  中獎     +$100
  上午8:07:19  01160488  玩家025    14  $  100  未中     -$100
  上午8:07:19  01160488  玩家004    20  $ 5000  未中    -$5000
  上午8:07:20  01160488  玩家002     小  $  100  中獎     +$100
  上午8:07:21  01160488  玩家010     單  $ 5000  未中    -$5000
  上午8:07:22  01160488  玩家005     雙  $ 1000  中獎    +$1000
  上午8:07:22  01160488  玩家027     藍  $ 1000  未中    -$1000
  上午8:07:23  01160488  玩家008     紅  $ 1000  中獎   +$11000
  上午8:07:23  01160488  玩家017     雙  $ 2000  中獎    +$2000
  上午8:07:23  01160488  玩家003     大  $  500  未中     -$500
  上午8:07:24  01160488  玩家001     雙  $ 1000  中獎    +$1000
  上午8:07:24  01160488  玩家030     小  $ 1000  中獎    +$1000
  上午8:07:24  01160488  玩家011     雙  $ 1000  中獎    +$1000
  上午8:07:25  01160488  玩家012    29  $  100  未中     -$100
  上午8:07:25  01160488  玩家023     大  $ 1000  未中    -$1000
  上午8:07:25  01160488  玩家030     紅  $ 5000  中獎   +$55000
  上午8:07:25  01160488  玩家014    28  $ 2000  未中    -$2000
  上午8:07:26  01160488  玩家003     藍  $  100  未中     -$100
  上午8:07:26  01160488  玩家026    18  $  200  未中     -$200
  上午8:07:27  01160488  玩家009    38  $  100  未中     -$100
  上午8:07:28  01160488  玩家015     大  $  500  未中     -$500
  上午8:07:28  01160488  玩家007    33  $  100  未中     -$100
  上午8:07:28  01160488  玩家001     大  $  500  未中     -$500
  上午8:07:29  01160488  玩家019     單  $  100  未中     -$100
  上午8:07:29  01160488  玩家017     大  $ 1000  未中    -$1000
  上午8:07:29  01160488  玩家011    37  $ 5000  未中    -$5000
  上午8:07:29  01160488  玩家010    10  $  500  未中     -$500
  上午8:07:30  01160488  玩家021     雙  $  100  中獎     +$100
  上午8:07:30  01160488  玩家007     大  $  100  未中     -$100
  上午8:07:30  01160488  玩家022    03  $ 5000  未中    -$5000
  上午8:07:31  01160488  玩家006     單  $  500  未中     -$500
  上午8:07:31  01160488  玩家030     藍  $ 2000  未中    -$2000
  上午8:07:31  01160488  玩家020    27  $  500  未中     -$500
  上午8:07:32  01160488  玩家025     小  $  100  中獎     +$100
  上午8:07:32  01160488  玩家009    07  $  500  未中     -$500
  上午8:07:33  01160488  玩家002    26  $ 5000  未中    -$5000
  上午8:07:33  01160488  玩家025     雙  $  100  中獎     +$100
  上午8:07:33  01160488  玩家001     紅  $ 1000  中獎   +$11000
  上午8:07:34  01160488  玩家007    09  $  100  未中     -$100
  上午8:07:34  01160488  玩家019    29  $ 5000  未中    -$5000
  上午8:07:35  01160488  玩家027     綠  $ 2000  未中    -$2000
  上午8:07:36  01160488  玩家029     大  $  100  未中     -$100
  上午8:07:36  01160488  玩家014    30  $  100  未中     -$100
  上午8:07:37  01160488  玩家023    34  $ 5000  未中    -$5000
  上午8:07:38  01160488  玩家017     單  $  100  未中     -$100
  上午8:07:38  01160488  玩家011    37  $ 5000  未中    -$5000
  上午8:07:39  01160488  玩家009    17  $  200  未中     -$200
  上午8:07:39  01160488  玩家029    36  $ 2000  未中    -$2000
  上午8:07:40  01160488  玩家020     紅  $  100  中獎    +$1100
  上午8:07:40  01160488  玩家022    21  $ 5000  未中    -$5000
  上午8:07:41  01160488  玩家005     藍  $  100  未中     -$100
  上午8:07:41  01160488  玩家016    19  $  200  未中     -$200
  上午8:07:42  01160488  玩家026    28  $  100  未中     -$100
  上午8:07:42  01160488  玩家030    22  $  200  未中     -$200
  上午8:07:42  01160488  玩家014    13  $  500  未中     -$500
  上午8:07:43  01160488  玩家010     大  $ 2000  未中    -$2000
  上午8:07:43  01160488  玩家018     藍  $ 1000  未中    -$1000
  上午8:07:43  01160488  玩家002     綠  $  200  未中     -$200
  上午8:07:43  01160488  玩家020     綠  $  500  未中     -$500
  上午8:07:44  01160488  玩家004     小  $  500  中獎     +$500
  上午8:07:44  01160488  玩家030     單  $ 2000  未中    -$2000
  上午8:07:44  01160488  玩家028     單  $  200  未中     -$200
  上午8:07:44  01160488  玩家011     單  $  200  未中     -$200
  上午8:07:44  01160488  玩家007     紅  $ 2000  中獎   +$22000
  上午8:07:45  01160488  玩家005    09  $ 2000  未中    -$2000
  上午8:07:45  01160488  玩家008     藍  $ 2000  未中    -$2000
  上午8:07:46  01160488  玩家016     雙  $ 5000  中獎    +$5000
  上午8:07:46  01160488  玩家014     大  $  100  未中     -$100
  上午8:07:47  01160488  玩家001     雙  $ 5000  中獎    +$5000
  上午8:07:47  01160488  玩家014    33  $ 2000  未中    -$2000
  上午8:07:47  01160488  玩家006     單  $  200  未中     -$200
  上午8:07:48  01160488  玩家011     小  $  100  中獎     +$100
  上午8:07:48  01160488  玩家009     小  $  200  中獎     +$200
  上午8:07:48  01160488  玩家003     小  $ 2000  中獎    +$2000
  上午8:07:48  01160488  玩家020     小  $ 1000  中獎    +$1000
  上午8:07:49  01160488  玩家028     單  $ 2000  未中    -$2000
  上午8:07:49  01160488  玩家003     單  $ 5000  未中    -$5000
  上午8:07:49  01160488  玩家018    14  $ 5000  未中    -$5000
  上午8:07:49  01160488  玩家003    30  $  500  未中     -$500
  上午8:07:50  01160488  玩家023     紅  $ 2000  中獎   +$22000
  上午8:07:50  01160488  玩家005    35  $  500  未中     -$500
  上午8:07:51  01160488  玩家024    26  $ 2000  未中    -$2000
  上午8:07:52  01160488  玩家026    26  $  100  未中     -$100
  上午8:07:52  01160488  玩家018     雙  $ 2000  中獎    +$2000
  上午8:08:14  01160489  玩家018     單  $  100  未中     -$100
  上午8:08:15  01160489  玩家023     藍  $ 1000  未中    -$1000
  上午8:08:15  01160489  玩家029     紅  $ 5000  中獎   +$55000
  上午8:08:16  01160489  玩家017    11  $  500  未中     -$500
  上午8:08:16  01160489  玩家005     紅  $ 2000  中獎   +$22000
  上午8:08:16  01160489  玩家011    38  $  200  未中     -$200
  上午8:08:17  01160489  玩家010     小  $  200  中獎     +$200
  上午8:08:17  01160489  玩家013     單  $  200  未中     -$200
  上午8:08:17  01160489  玩家009     藍  $ 2000  未中    -$2000
  上午8:08:18  01160489  玩家026     小  $  200  中獎     +$200
  上午8:08:18  01160489  玩家004     大  $  200  未中     -$200
  上午8:08:18  01160489  玩家003     小  $ 1000  中獎    +$1000
  上午8:08:18  01160489  玩家001     紅  $  500  中獎    +$5500
  上午8:08:18  01160489  玩家022     雙  $  500  中獎     +$500
  上午8:08:19  01160489  玩家020     雙  $ 5000  中獎    +$5000
  上午8:08:19  01160489  玩家018     綠  $ 1000  未中    -$1000
  上午8:08:19  01160489  玩家030     小  $ 1000  中獎    +$1000
  上午8:08:19  01160489  玩家030    08  $ 2000  未中    -$2000
  上午8:08:19  01160489  玩家011     雙  $  100  中獎     +$100
  上午8:08:20  01160489  玩家019     大  $  500  未中     -$500
  上午8:08:20  01160489  玩家003     藍  $ 1000  未中    -$1000
  上午8:08:20  01160489  玩家024    18  $  100  未中     -$100
  上午8:08:21  01160489  玩家028    32  $ 1000  未中    -$1000
  上午8:08:21  01160489  玩家022     雙  $ 5000  中獎    +$5000
  上午8:08:21  01160489  玩家002     紅  $  200  中獎    +$2200
  上午8:08:21  01160489  玩家006     紅  $ 1000  中獎   +$11000
  上午8:08:22  01160489  玩家023     單  $  100  未中     -$100
  上午8:08:22  01160489  玩家021    25  $ 2000  未中    -$2000
  上午8:08:23  01160489  玩家029    31  $ 2000  未中    -$2000
  上午8:08:23  01160489  玩家005     大  $  100  未中     -$100
  上午8:08:24  01160489  玩家009     紅  $ 1000  中獎   +$11000
  上午8:08:25  01160489  玩家021     大  $ 1000  未中    -$1000
  上午8:08:26  01160489  玩家021    24  $ 5000  未中    -$5000
  上午8:08:26  01160489  玩家017    11  $  200  未中     -$200
  上午8:08:27  01160489  玩家003    08  $ 1000  未中    -$1000
  上午8:08:27  01160489  玩家029     藍  $ 2000  未中    -$2000
  上午8:08:27  01160489  玩家027     小  $  500  中獎     +$500
  上午8:08:28  01160489  玩家025     單  $  200  未中     -$200
  上午8:08:28  01160489  玩家011    32  $ 1000  未中    -$1000
  上午8:08:28  01160489  玩家006    04  $ 5000  未中    -$5000
  上午8:08:28  01160489  玩家023     大  $ 5000  未中    -$5000
  上午8:08:29  01160489  玩家006     大  $  100  未中     -$100
  上午8:08:29  01160489  玩家029     雙  $ 1000  中獎    +$1000
  上午8:08:30  01160489  玩家022     小  $ 5000  中獎    +$5000
  上午8:08:30  01160489  玩家026     藍  $  200  未中     -$200
  上午8:08:31  01160489  玩家001    25  $ 2000  未中    -$2000
  上午8:08:31  01160489  玩家022     大  $ 5000  未中    -$5000
  上午8:08:32  01160489  玩家017     雙  $ 5000  中獎    +$5000
  上午8:08:32  01160489  玩家005    33  $  200  未中     -$200
  上午8:08:32  01160489  玩家021    06  $ 5000  未中    -$5000
  上午8:08:33  01160489  玩家007    01  $  100  未中     -$100
  上午8:08:33  01160489  玩家011     大  $ 1000  未中    -$1000
  上午8:08:33  01160489  玩家005     雙  $  500  中獎     +$500
  上午8:08:34  01160489  玩家014     藍  $ 5000  未中    -$5000
  上午8:08:34  01160489  玩家013    09  $  200  未中     -$200
  上午8:08:34  01160489  玩家016     紅  $ 1000  中獎   +$11000
  上午8:08:34  01160489  玩家015     紅  $  200  中獎    +$2200
  上午8:08:34  01160489  玩家001     單  $  200  未中     -$200
  上午8:08:34  01160489  玩家005    19  $ 2000  未中    -$2000
  上午8:08:35  01160489  玩家027     小  $ 2000  中獎    +$2000
  上午8:08:35  01160489  玩家003     綠  $ 1000  未中    -$1000
  上午8:08:36  01160489  玩家008     小  $  100  中獎     +$100
  上午8:08:36  01160489  玩家019    26  $  500  未中     -$500
  上午8:08:36  01160489  玩家006    34  $ 5000  未中    -$5000
  上午8:08:36  01160489  玩家025     單  $  100  未中     -$100
  上午8:08:37  01160489  玩家015    19  $  200  未中     -$200
  上午8:08:37  01160489  玩家029    27  $  100  未中     -$100
  上午8:08:37  01160489  玩家029    10  $ 1000  未中    -$1000
  上午8:08:38  01160489  玩家028     大  $ 2000  未中    -$2000
  上午8:08:39  01160489  玩家008    31  $ 1000  未中    -$1000
  上午8:08:39  01160489  玩家018     大  $ 2000  未中    -$2000
  上午8:08:40  01160489  玩家010    10  $ 5000  未中    -$5000
  上午8:08:40  01160489  玩家017     雙  $  100  中獎     +$100
  上午8:08:41  01160489  玩家016     小  $ 2000  中獎    +$2000
  上午8:08:41  01160489  玩家003    12  $  200  未中     -$200
  上午8:08:41  01160489  玩家014     大  $ 2000  未中    -$2000
  上午8:08:41  01160489  玩家029    20  $ 2000  未中    -$2000
  上午8:08:41  01160489  玩家024     雙  $ 2000  中獎    +$2000
  上午8:08:42  01160489  玩家002    07  $ 5000  未中    -$5000
  上午8:08:42  01160489  玩家008     小  $ 2000  中獎    +$2000
  上午8:08:42  01160489  玩家004     雙  $ 1000  中獎    +$1000
  上午8:08:43  01160489  玩家001    22  $ 5000  未中    -$5000
  上午8:08:43  01160489  玩家021    11  $ 1000  未中    -$1000
  上午8:08:43  01160489  玩家016    08  $ 1000  未中    -$1000
  上午8:08:44  01160489  玩家014     單  $  100  未中     -$100
  上午8:08:44  01160489  玩家025     雙  $ 2000  中獎    +$2000
  上午8:08:44  01160489  玩家018     大  $  100  未中     -$100
  上午8:08:45  01160489  玩家023     雙  $  200  中獎     +$200
  上午8:08:46  01160489  玩家025     綠  $ 1000  未中    -$1000
  上午8:08:46  01160489  玩家010     雙  $  200  中獎     +$200
  上午8:08:47  01160489  玩家007    34  $ 1000  未中    -$1000
  上午8:08:47  01160489  玩家013     藍  $  500  未中     -$500
  上午8:08:47  01160489  玩家029    01  $ 1000  未中    -$1000
  上午8:08:48  01160489  玩家011     單  $  500  未中     -$500
  上午8:08:48  01160489  玩家028     單  $  100  未中     -$100
  上午8:08:48  01160489  玩家014    01  $  100  未中     -$100
  上午8:08:48  01160489  玩家020    03  $ 2000  未中    -$2000
  上午8:08:49  01160489  玩家009     小  $  200  中獎     +$200
  上午8:08:49  01160489  玩家004    37  $ 5000  未中    -$5000
  上午8:08:49  01160489  玩家021    07  $ 5000  未中    -$5000
  上午8:08:50  01160489  玩家013    28  $  100  未中     -$100
  上午8:08:51  01160489  玩家016    21  $ 2000  未中    -$2000
  上午8:08:51  01160489  玩家015     小  $ 2000  中獎    +$2000
  上午8:08:51  01160489  玩家022     小  $  500  中獎     +$500
  上午8:09:13  01160490  玩家013     綠  $  200  未中     -$200
  上午8:09:14  01160490  玩家019    23  $  100  未中     -$100
  上午8:09:15  01160490  玩家004    08  $  500  未中     -$500
  上午8:09:16  01160490  玩家018    04  $  100  未中     -$100
  上午8:09:16  01160490  玩家006    19  $ 5000  未中    -$5000
  上午8:09:17  01160490  玩家002     小  $ 2000  中獎    +$2000
  上午8:09:17  01160490  玩家010     雙  $  100  中獎     +$100
  上午8:09:17  01160490  玩家007    10  $ 1000  未中    -$1000
  上午8:09:17  01160490  玩家020     紅  $  200  中獎    +$2200
  上午8:09:18  01160490  玩家011    10  $  500  未中     -$500
  上午8:09:18  01160490  玩家015     藍  $ 2000  未中    -$2000
  上午8:09:18  01160490  玩家014    09  $ 5000  未中    -$5000
  上午8:09:18  01160490  玩家021     綠  $ 1000  未中    -$1000
  上午8:09:19  01160490  玩家008    25  $ 1000  未中    -$1000
  上午8:09:19  01160490  玩家030    03  $ 5000  未中    -$5000
  上午8:09:19  01160490  玩家010     紅  $ 1000  中獎   +$11000
  上午8:09:20  01160490  玩家020     紅  $  500  中獎    +$5500
  上午8:09:20  01160490  玩家015     大  $  500  未中     -$500
  上午8:09:20  01160490  玩家027    02  $ 5000  未中    -$5000
  上午8:09:20  01160490  玩家006    18  $ 5000  未中    -$5000
  上午8:09:21  01160490  玩家030     雙  $  500  中獎     +$500
  上午8:09:21  01160490  玩家029     小  $  100  中獎     +$100
  上午8:09:21  01160490  玩家026    22  $ 5000  未中    -$5000
  上午8:09:21  01160490  玩家023     小  $ 1000  中獎    +$1000
  上午8:09:21  01160490  玩家007    21  $  500  未中     -$500
  上午8:09:22  01160490  玩家027     藍  $ 5000  未中    -$5000
  上午8:09:22  01160490  玩家001    35  $ 1000  未中    -$1000
  上午8:09:22  01160490  玩家002     單  $ 1000  未中    -$1000
  上午8:09:22  01160490  玩家025     綠  $ 1000  未中    -$1000
  上午8:09:23  01160490  玩家028    31  $ 5000  未中    -$5000
  上午8:09:23  01160490  玩家001     紅  $ 5000  中獎   +$55000
  上午8:09:24  01160490  玩家023    13  $ 1000  未中    -$1000
  上午8:09:24  01160490  玩家006     大  $ 1000  未中    -$1000
  上午8:09:24  01160490  玩家026     雙  $ 1000  中獎    +$1000
  上午8:09:24  01160490  玩家015    24  $ 1000  未中    -$1000
  上午8:09:24  01160490  玩家017    03  $  500  未中     -$500
  上午8:09:25  01160490  玩家002     藍  $ 1000  未中    -$1000
  上午8:09:26  01160490  玩家018    05  $  500  未中     -$500
  上午8:09:26  01160490  玩家008     紅  $  500  中獎    +$5500
  上午8:09:26  01160490  玩家026     大  $ 2000  未中    -$2000
  上午8:09:27  01160490  玩家014     單  $ 1000  未中    -$1000
  上午8:09:27  01160490  玩家030     大  $  500  未中     -$500
  上午8:09:28  01160490  玩家015     單  $ 5000  未中    -$5000
  上午8:09:28  01160490  玩家018    09  $  100  未中     -$100
  上午8:09:29  01160490  玩家020    04  $  100  未中     -$100
  上午8:09:29  01160490  玩家007     藍  $ 5000  未中    -$5000
  上午8:09:29  01160490  玩家017    28  $ 2000  未中    -$2000
  上午8:09:29  01160490  玩家019     紅  $  500  中獎    +$5500
  上午8:09:30  01160490  玩家023     單  $ 5000  未中    -$5000
  上午8:09:30  01160490  玩家004    06  $  500  未中     -$500
  上午8:09:30  01160490  玩家028    23  $  500  未中     -$500
  上午8:09:31  01160490  玩家022     雙  $ 5000  中獎    +$5000
  上午8:09:31  01160490  玩家021     藍  $ 1000  未中    -$1000
  上午8:09:31  01160490  玩家012     綠  $ 5000  未中    -$5000
  上午8:09:31  01160490  玩家012     雙  $  100  中獎     +$100
  上午8:09:31  01160490  玩家023     雙  $  100  中獎     +$100
  上午8:09:32  01160490  玩家008     小  $  500  中獎     +$500
  上午8:09:32  01160490  玩家015    23  $ 1000  未中    -$1000
