════════════════════════════════════════════════════════════
                    模擬下注報表
════════════════════════════════════════════════════════════

【基本資訊】
  開始時間: 2026/1/16 上午7:47:28
  結束時間: 2026/1/16 上午7:57:31
  模擬時長: 10.1 分鐘
  模擬玩家: 30 人

【總計統計】
  總期數: 10 期
  總下注筆數: 1246 筆
  總下注金額: $1,912,800
  系統總損益: $1,077,300

────────────────────────────────────────────────────────────
【各期開獎記錄】
────────────────────────────────────────────────────────────
  期數          開獎  下注數  總金額      系統損益
  01160469  undefined     27筆   $   53400  $   37000
  01160470  undefined    181筆   $  277200  $  130400
  01160471  undefined    108筆   $  181600  $  105800
  01160472  undefined     91筆   $  147100  $   96100
  01160473  undefined    180筆   $  266700  $  184100
  01160474  undefined    112筆   $  149100  $   87900
  01160475  undefined     96筆   $  127400  $   53000
  01160476  undefined    125筆   $  157600  $  107200
  01160477  undefined    165筆   $  304000  $  189400
  01160478  undefined    115筆   $  178000  $   86400

────────────────────────────────────────────────────────────
【玩家損益排行】
────────────────────────────────────────────────────────────
  玩家        下注數  總下注      勝/負     損益
  玩家014     39筆   $   42800  14/23        +$2600
  玩家017     51筆   $   87600  16/33       -$13300
  玩家018     38筆   $   64300  11/26       -$14900
  玩家021     33筆   $   48500  9/22       -$21700
  玩家027     44筆   $   51100  10/33       -$22000
  玩家023     28筆   $   34600  4/23       -$22400
  玩家015     38筆   $   45200  10/27       -$24100
  玩家003     38筆   $   50800  7/29       -$25800
  玩家020     39筆   $   56000  10/27       -$29300
  玩家022     35筆   $   38600  6/24       -$29900
  玩家025     44筆   $   74400  12/31       -$32700
  玩家026     38筆   $   55500  7/30       -$33600
  玩家001     49筆   $   65300  11/35       -$34100
  玩家007     46筆   $   51300  7/36       -$34800
  玩家024     33筆   $   61700  7/26       -$36100
  玩家011     49筆   $   76200  10/38       -$36800
  玩家009     41筆   $   63000  11/29       -$37000
  玩家016     42筆   $   59800  6/36       -$38400
  玩家008     35筆   $   80900  10/24       -$38900
  玩家028     46筆   $   76100  15/29       -$42300
  玩家030     48筆   $   82500  10/36       -$44300
  玩家019     41筆   $   58500  7/31       -$45100
  玩家002     43筆   $   74300  11/31       -$45300
  玩家010     39筆   $   65900  9/30       -$45500
  玩家004     45筆   $   57800  9/35       -$47000
  玩家006     43筆   $   62400  10/31       -$49400
  玩家013     44筆   $   73100  9/35       -$56900
  玩家005     49筆   $   73400  9/39       -$58300
  玩家029     47筆   $   92600  6/38       -$59200
  玩家012     41筆   $   88600  10/30       -$60800

────────────────────────────────────────────────────────────
【詳細下注記錄】
────────────────────────────────────────────────────────────
  時間      期數          玩家        目標    金額      結果    損益
  上午7:48:18  01160469  玩家017     雙  $ 1000  中獎    +$1000
  上午7:48:18  01160469  玩家024     雙  $ 5000  中獎    +$5000
  上午7:48:18  01160469  玩家021    09  $ 2000  未中    -$2000
  上午7:48:18  01160469  玩家021    18  $  100  未中     -$100
  上午7:48:18  01160469  玩家008    16  $ 5000  未中    -$5000
  上午7:48:18  01160469  玩家026    36  $  200  未中     -$200
  上午7:48:19  01160469  玩家026     單  $  500  未中     -$500
  上午7:48:19  01160469  玩家003     單  $  500  未中     -$500
  上午7:48:19  01160469  玩家005    28  $ 2000  未中    -$2000
  上午7:48:19  01160469  玩家001     小  $  500  中獎     +$500
  上午7:48:20  01160469  玩家010    15  $ 2000  未中    -$2000
  上午7:48:20  01160469  玩家017    06  $ 2000  未中    -$2000
  上午7:48:20  01160469  玩家018    08  $  500  未中     -$500
  上午7:48:20  01160469  玩家016    17  $ 2000  未中    -$2000
  上午7:48:20  01160469  玩家029     雙  $  500  中獎     +$500
  上午7:48:20  01160469  玩家023    24  $  500  未中     -$500
  上午7:48:20  01160469  玩家026    30  $  500  未中     -$500
  上午7:48:21  01160469  玩家022     雙  $  500  中獎     +$500
  上午7:48:21  01160469  玩家018     小  $ 2000  中獎    +$2000
  上午7:48:21  01160469  玩家021     小  $ 5000  中獎    +$5000
  上午7:48:21  01160469  玩家019    07  $ 5000  未中    -$5000
  上午7:48:21  01160469  玩家028    18  $ 2000  未中    -$2000
  上午7:48:21  01160469  玩家023    30  $  100  未中     -$100
  上午7:48:22  01160469  玩家030    21  $  200  未中     -$200
  上午7:48:22  01160469  玩家016    10  $  500  未中     -$500
  上午7:48:22  01160469  玩家020    09  $  100  未中     -$100
  上午7:48:22  01160469  玩家019     雙  $  500  中獎     +$500
  上午7:48:22  01160469  玩家010     雙  $  100  中獎     +$100
  上午7:48:22  01160469  玩家007    31  $  500  未中     -$500
  上午7:48:22  01160469  玩家029    06  $ 1000  未中    -$1000
  上午7:48:23  01160469  玩家021     雙  $  500  中獎     +$500
  上午7:48:23  01160469  玩家024    35  $ 5000  未中    -$5000
  上午7:48:23  01160469  玩家003     雙  $ 1000  中獎    +$1000
  上午7:48:23  01160469  玩家009     大  $  500  未中     -$500
  上午7:48:23  01160469  玩家027     雙  $ 5000  中獎    +$5000
  上午7:48:23  01160469  玩家007     單  $  500  未中     -$500
  上午7:48:24  01160469  玩家004    39  $ 2000  未中    -$2000
  上午7:48:24  01160469  玩家017     小  $  100  中獎     +$100
  上午7:48:24  01160469  玩家024    17  $ 5000  未中    -$5000
  上午7:48:24  01160469  玩家016    14  $  500  未中     -$500
  上午7:48:24  01160469  玩家012     單  $ 2000  未中    -$2000
  上午7:48:24  01160469  玩家012    01  $ 2000  未中    -$2000
  上午7:48:25  01160469  玩家025    39  $ 1000  未中    -$1000
  上午7:48:25  01160469  玩家030    16  $ 1000  未中    -$1000
  上午7:48:25  01160469  玩家003     小  $ 5000  中獎    +$5000
  上午7:48:25  01160469  玩家013    21  $  100  未中     -$100
  上午7:48:25  01160469  玩家030     大  $ 5000  未中    -$5000
  上午7:48:25  01160469  玩家024     單  $  100  未中     -$100
  上午7:48:25  01160469  玩家014    38  $  200  未中     -$200
  上午7:48:25  01160469  玩家014    12  $  500  未中     -$500
  上午7:48:26  01160469  玩家006    31  $ 5000  未中    -$5000
  上午7:48:26  01160469  玩家011     單  $  500  未中     -$500
  上午7:48:26  01160469  玩家010     單  $  100  未中     -$100
  上午7:48:26  01160469  玩家012     雙  $  200  中獎     +$200
  上午7:48:26  01160469  玩家027    04  $  200  未中     -$200
  上午7:48:27  01160469  玩家023     大  $ 1000  未中    -$1000
  上午7:48:27  01160469  玩家003    02  $ 5000  未中    -$5000
  上午7:48:27  01160469  玩家001     小  $ 5000  中獎    +$5000
  上午7:48:28  01160469  玩家003    33  $ 1000  未中    -$1000
  上午7:48:28  01160469  玩家007     大  $  500  未中     -$500
  上午7:48:28  01160469  玩家019    03  $ 2000  未中    -$2000
  上午7:48:28  01160469  玩家008    18  $  100  未中     -$100
  上午7:48:28  01160469  玩家014    09  $ 2000  未中    -$2000
  上午7:48:29  01160469  玩家020    33  $  100  未中     -$100
  上午7:48:29  01160469  玩家011    33  $ 5000  未中    -$5000
  上午7:48:29  01160469  玩家001    02  $  500  未中     -$500
  上午7:48:30  01160469  玩家025     小  $ 2000  中獎    +$2000
  上午7:48:30  01160469  玩家015    18  $  200  未中     -$200
  上午7:48:30  01160469  玩家009    16  $ 1000  未中    -$1000
  上午7:48:30  01160469  玩家003     單  $  500  未中     -$500
  上午7:48:31  01160469  玩家003     大  $  200  未中     -$200
  上午7:48:31  01160469  玩家028     小  $ 2000  中獎    +$2000
  上午7:48:31  01160469  玩家026    37  $ 5000  未中    -$5000
  上午7:48:31  01160469  玩家013     雙  $  500  中獎     +$500
  上午7:48:32  01160469  玩家014    02  $  100  未中     -$100
  上午7:48:32  01160469  玩家030     大  $  100  未中     -$100
  上午7:48:32  01160469  玩家022    15  $  500  未中     -$500
  上午7:48:33  01160469  玩家007    10  $ 5000  未中    -$5000
  上午7:48:33  01160469  玩家018    05  $  100  未中     -$100
  上午7:48:33  01160469  玩家017    11  $ 2000  未中    -$2000
  上午7:48:34  01160469  玩家014    19  $ 2000  未中    -$2000
  上午7:48:34  01160469  玩家004     雙  $ 1000  中獎    +$1000
  上午7:48:34  01160469  玩家011    32  $ 2000  未中    -$2000
  上午7:48:34  01160469  玩家024    37  $  200  未中     -$200
  上午7:48:34  01160469  玩家018    10  $  200  未中     -$200
  上午7:48:35  01160469  玩家002    35  $ 2000  未中    -$2000
  上午7:48:35  01160469  玩家005    31  $ 2000  未中    -$2000
  上午7:48:35  01160469  玩家015    31  $  200  未中     -$200
  上午7:48:35  01160469  玩家022    29  $ 2000  未中    -$2000
  上午7:48:35  01160469  玩家025     小  $ 5000  中獎    +$5000
  上午7:48:35  01160469  玩家012    05  $ 2000  未中    -$2000
  上午7:48:36  01160469  玩家030    09  $ 1000  未中    -$1000
  上午7:48:36  01160469  玩家014    34  $  500  未中     -$500
  上午7:48:36  01160469  玩家005     雙  $  100  中獎     +$100
  上午7:48:37  01160469  玩家019     單  $  200  未中     -$200
  上午7:48:37  01160469  玩家018     大  $  200  未中     -$200
  上午7:48:37  01160469  玩家025    22  $ 2000  未中    -$2000
  上午7:48:37  01160469  玩家009    13  $  200  未中     -$200
  上午7:48:38  01160469  玩家007    06  $ 2000  未中    -$2000
  上午7:48:38  01160469  玩家021    34  $  100  未中     -$100
  上午7:48:38  01160469  玩家009     單  $  200  未中     -$200
  上午7:48:38  01160469  玩家007    11  $ 1000  未中    -$1000
  上午7:48:38  01160469  玩家026    13  $ 1000  未中    -$1000
  上午7:48:38  01160469  玩家013     雙  $  100  中獎     +$100
  上午7:48:39  01160469  玩家019     大  $ 1000  未中    -$1000
  上午7:48:39  01160469  玩家029     雙  $ 5000  中獎    +$5000
  上午7:48:39  01160469  玩家023    09  $ 1000  未中    -$1000
  上午7:48:39  01160469  玩家025     雙  $  100  中獎     +$100
  上午7:48:39  01160469  玩家014    11  $  500  未中     -$500
  上午7:48:39  01160469  玩家015     小  $ 2000  中獎    +$2000
  上午7:48:40  01160469  玩家024    35  $ 5000  未中    -$5000
  上午7:48:40  01160469  玩家015     小  $ 2000  中獎    +$2000
  上午7:48:40  01160469  玩家017    21  $  100  未中     -$100
  上午7:48:40  01160469  玩家006    12  $  200  未中     -$200
  上午7:48:40  01160469  玩家028     小  $  100  中獎     +$100
  上午7:48:41  01160469  玩家002    18  $ 1000  未中    -$1000
  上午7:48:41  01160469  玩家001    19  $  500  未中     -$500
  上午7:48:41  01160469  玩家018    27  $ 5000  未中    -$5000
  上午7:48:41  01160469  玩家009     雙  $ 1000  中獎    +$1000
  上午7:48:41  01160469  玩家023    19  $  500  未中     -$500
  上午7:48:42  01160469  玩家001     小  $  200  中獎     +$200
  上午7:48:42  01160469  玩家025    07  $ 5000  未中    -$5000
  上午7:48:42  01160469  玩家011     雙  $ 5000  中獎    +$5000
  上午7:48:42  01160469  玩家011     雙  $  500  中獎     +$500
  上午7:48:43  01160469  玩家015     大  $ 5000  未中    -$5000
  上午7:48:43  01160469  玩家019     雙  $  200  中獎     +$200
  上午7:48:43  01160469  玩家013     單  $ 1000  未中    -$1000
  上午7:48:43  01160469  玩家023    38  $  200  未中     -$200
  上午7:48:43  01160469  玩家029    19  $ 1000  未中    -$1000
  上午7:48:44  01160469  玩家016    13  $  500  未中     -$500
  上午7:48:44  01160469  玩家006    38  $ 5000  未中    -$5000
  上午7:48:44  01160469  玩家001    18  $  200  未中     -$200
  上午7:48:44  01160469  玩家011     雙  $  500  中獎     +$500
  上午7:48:44  01160469  玩家005    30  $  500  未中     -$500
  上午7:48:45  01160469  玩家005    01  $ 5000  未中    -$5000
  上午7:48:45  01160469  玩家005     單  $  100  未中     -$100
  上午7:48:45  01160469  玩家001     大  $ 2000  未中    -$2000
  上午7:48:45  01160469  玩家027    25  $  200  未中     -$200
  上午7:48:45  01160469  玩家014     大  $  500  未中     -$500
  上午7:48:45  01160469  玩家026     單  $  500  未中     -$500
  上午7:48:45  01160469  玩家012     雙  $ 1000  中獎    +$1000
  上午7:48:46  01160469  玩家020     單  $ 2000  未中    -$2000
  上午7:48:46  01160469  玩家012     小  $  100  中獎     +$100
  上午7:48:46  01160469  玩家029    04  $ 1000  未中    -$1000
  上午7:48:46  01160469  玩家007     單  $ 1000  未中    -$1000
  上午7:48:46  01160469  玩家006    10  $ 5000  未中    -$5000
  上午7:48:46  01160469  玩家016    02  $ 2000  未中    -$2000
  上午7:48:46  01160469  玩家027     單  $ 5000  未中    -$5000
  上午7:48:46  01160469  玩家002    32  $  100  未中     -$100
  上午7:48:47  01160469  玩家006     小  $  100  中獎     +$100
  上午7:48:47  01160469  玩家018    39  $  200  未中     -$200
  上午7:48:48  01160469  玩家026    04  $  500  未中     -$500
  上午7:48:48  01160469  玩家012    16  $ 5000  未中    -$5000
  上午7:48:48  01160469  玩家016    37  $  500  未中     -$500
  上午7:48:49  01160469  玩家020    19  $ 2000  未中    -$2000
  上午7:48:49  01160469  玩家021     小  $  200  中獎     +$200
  上午7:48:49  01160469  玩家004    20  $ 1000  未中    -$1000
  上午7:48:49  01160469  玩家019     單  $  200  未中     -$200
  上午7:48:50  01160469  玩家011     小  $ 5000  中獎    +$5000
  上午7:48:50  01160469  玩家018     小  $ 2000  中獎    +$2000
  上午7:48:51  01160469  玩家012    04  $ 2000  未中    -$2000
  上午7:48:51  01160469  玩家021    28  $ 5000  未中    -$5000
  上午7:48:51  01160469  玩家004    25  $ 2000  未中    -$2000
  上午7:48:51  01160469  玩家025     雙  $  100  中獎     +$100
  上午7:48:52  01160469  玩家004    05  $ 1000  未中    -$1000
  上午7:48:52  01160469  玩家007    22  $  200  未中     -$200
  上午7:48:52  01160469  玩家024    20  $  200  未中     -$200
  上午7:48:52  01160469  玩家015     小  $  200  中獎     +$200
  上午7:49:14  01160470  玩家018    14  $  200  未中     -$200
  上午7:49:15  01160470  玩家003    22  $  200  未中     -$200
  上午7:49:16  01160470  玩家009     小  $  500  中獎     +$500
  上午7:49:16  01160470  玩家005     大  $  200  未中     -$200
  上午7:49:16  01160470  玩家017     小  $ 5000  中獎    +$5000
  上午7:49:16  01160470  玩家017     雙  $  500  中獎     +$500
  上午7:49:17  01160470  玩家006     小  $  200  中獎     +$200
  上午7:49:17  01160470  玩家027    34  $ 1000  未中    -$1000
  上午7:49:17  01160470  玩家001    25  $  500  未中     -$500
  上午7:49:17  01160470  玩家028    20  $  200  未中     -$200
  上午7:49:18  01160470  玩家029    15  $ 1000  未中    -$1000
  上午7:49:18  01160470  玩家011     雙  $ 1000  中獎    +$1000
  上午7:49:18  01160470  玩家030    23  $ 1000  未中    -$1000
  上午7:49:18  01160470  玩家013    08  $ 5000  未中    -$5000
  上午7:49:19  01160470  玩家007     大  $  100  未中     -$100
  上午7:49:19  01160470  玩家014     單  $ 5000  未中    -$5000
  上午7:49:20  01160470  玩家013    27  $ 2000  未中    -$2000
  上午7:49:20  01160470  玩家014     小  $  200  中獎     +$200
  上午7:49:20  01160470  玩家016     大  $  100  未中     -$100
  上午7:49:21  01160470  玩家005    02  $ 2000  未中    -$2000
  上午7:49:21  01160470  玩家012     大  $ 5000  未中    -$5000
  上午7:49:21  01160470  玩家027    11  $  100  未中     -$100
  上午7:49:22  01160470  玩家002     單  $ 2000  未中    -$2000
  上午7:49:22  01160470  玩家022    09  $ 5000  未中    -$5000
  上午7:49:22  01160470  玩家019     大  $ 1000  未中    -$1000
  上午7:49:22  01160470  玩家017     雙  $ 5000  中獎    +$5000
  上午7:49:22  01160470  玩家005     單  $ 5000  未中    -$5000
  上午7:49:23  01160470  玩家021     雙  $ 1000  中獎    +$1000
  上午7:49:23  01160470  玩家007    18  $  100  未中     -$100
  上午7:49:23  01160470  玩家003     大  $ 1000  未中    -$1000
  上午7:49:24  01160470  玩家030     大  $  100  未中     -$100
  上午7:49:25  01160470  玩家015     單  $ 1000  未中    -$1000
  上午7:49:25  01160470  玩家008     小  $  500  中獎     +$500
  上午7:49:25  01160470  玩家009     單  $ 5000  未中    -$5000
  上午7:49:25  01160470  玩家014    36  $  200  未中     -$200
  上午7:49:26  01160470  玩家002    18  $ 2000  未中    -$2000
  上午7:49:26  01160470  玩家017    19  $ 5000  未中    -$5000
  上午7:49:26  01160470  玩家019    19  $ 1000  未中    -$1000
  上午7:49:26  01160470  玩家005    14  $  500  未中     -$500
  上午7:49:27  01160470  玩家016     大  $ 5000  未中    -$5000
  上午7:49:27  01160470  玩家014     雙  $  200  中獎     +$200
  上午7:49:28  01160470  玩家007    29  $ 1000  未中    -$1000
  上午7:49:29  01160470  玩家017     大  $ 5000  未中    -$5000
  上午7:49:29  01160470  玩家008     雙  $ 2000  中獎    +$2000
  上午7:49:29  01160470  玩家030    32  $ 5000  未中    -$5000
  上午7:49:30  01160470  玩家009     大  $ 2000  未中    -$2000
  上午7:49:31  01160470  玩家011    38  $  500  未中     -$500
  上午7:49:31  01160470  玩家014     小  $  100  中獎     +$100
  上午7:49:31  01160470  玩家002     小  $  200  中獎     +$200
  上午7:49:32  01160470  玩家025     小  $ 5000  中獎    +$5000
  上午7:49:33  01160470  玩家029    31  $  200  未中     -$200
  上午7:49:33  01160470  玩家025    11  $ 5000  未中    -$5000
  上午7:49:33  01160470  玩家020     單  $ 1000  未中    -$1000
  上午7:49:34  01160470  玩家007     小  $ 5000  中獎    +$5000
  上午7:49:34  01160470  玩家016     大  $  200  未中     -$200
  上午7:49:35  01160470  玩家010    18  $ 5000  未中    -$5000
  上午7:49:35  01160470  玩家027    14  $ 5000  未中    -$5000
  上午7:49:35  01160470  玩家005    22  $  500  未中     -$500
  上午7:49:35  01160470  玩家029     單  $  500  未中     -$500
  上午7:49:35  01160470  玩家014    24  $ 1000  未中    -$1000
  上午7:49:35  01160470  玩家001    35  $ 1000  未中    -$1000
  上午7:49:36  01160470  玩家002     小  $  200  中獎     +$200
  上午7:49:36  01160470  玩家022    33  $ 2000  未中    -$2000
  上午7:49:36  01160470  玩家004    33  $ 1000  未中    -$1000
  上午7:49:37  01160470  玩家019    13  $ 5000  未中    -$5000
  上午7:49:37  01160470  玩家026    12  $  500  未中     -$500
  上午7:49:37  01160470  玩家007    25  $ 1000  未中    -$1000
  上午7:49:38  01160470  玩家005    08  $ 1000  未中    -$1000
  上午7:49:39  01160470  玩家025    29  $  100  未中     -$100
  上午7:49:39  01160470  玩家012     雙  $ 5000  中獎    +$5000
  上午7:49:40  01160470  玩家016     大  $  500  未中     -$500
  上午7:49:40  01160470  玩家029    39  $ 1000  未中    -$1000
  上午7:49:40  01160470  玩家004     小  $  500  中獎     +$500
  上午7:49:41  01160470  玩家009    04  $  100  未中     -$100
  上午7:49:41  01160470  玩家001    26  $  200  未中     -$200
  上午7:49:42  01160470  玩家010    33  $ 2000  未中    -$2000
  上午7:49:42  01160470  玩家006     大  $ 2000  未中    -$2000
  上午7:49:42  01160470  玩家029     大  $ 5000  未中    -$5000
  上午7:49:42  01160470  玩家011    15  $ 2000  未中    -$2000
  上午7:49:43  01160470  玩家004    38  $  500  未中     -$500
  上午7:49:43  01160470  玩家017    10  $ 2000  未中    -$2000
  上午7:49:43  01160470  玩家007     雙  $  100  中獎     +$100
  上午7:49:44  01160470  玩家009     雙  $ 2000  中獎    +$2000
  上午7:49:44  01160470  玩家026     大  $ 2000  未中    -$2000
  上午7:49:44  01160470  玩家030     雙  $ 2000  中獎    +$2000
  上午7:49:44  01160470  玩家004    17  $ 2000  未中    -$2000
  上午7:49:44  01160470  玩家005    03  $  500  未中     -$500
  上午7:49:44  01160470  玩家019     雙  $  100  中獎     +$100
  上午7:49:45  01160470  玩家006     大  $  500  未中     -$500
  上午7:49:45  01160470  玩家007     大  $ 1000  未中    -$1000
  上午7:49:45  01160470  玩家007     小  $  100  中獎     +$100
  上午7:49:45  01160470  玩家013     雙  $ 1000  中獎    +$1000
  上午7:49:46  01160470  玩家023    18  $ 5000  未中    -$5000
  上午7:49:46  01160470  玩家012     大  $ 1000  未中    -$1000
  上午7:49:46  01160470  玩家026     小  $  100  中獎     +$100
  上午7:49:47  01160470  玩家004    19  $  500  未中     -$500
  上午7:49:47  01160470  玩家030     雙  $  200  中獎     +$200
  上午7:49:48  01160470  玩家030    18  $ 5000  未中    -$5000
  上午7:49:48  01160470  玩家001    26  $ 2000  未中    -$2000
  上午7:49:48  01160470  玩家005     單  $  500  未中     -$500
  上午7:49:49  01160470  玩家003    12  $  100  未中     -$100
  上午7:49:49  01160470  玩家015     大  $ 1000  未中    -$1000
  上午7:49:50  01160470  玩家001     大  $ 5000  未中    -$5000
  上午7:49:50  01160470  玩家004    13  $  200  未中     -$200
  上午7:49:51  01160470  玩家011     單  $  500  未中     -$500
  上午7:49:51  01160470  玩家011    25  $  100  未中     -$100
  上午7:49:51  01160470  玩家027     小  $  200  中獎     +$200
  上午7:49:52  01160470  玩家002    08  $  500  未中     -$500
  上午7:50:14  01160471  玩家012    05  $ 5000  未中    -$5000
  上午7:50:14  01160471  玩家030    08  $  500  未中     -$500
  上午7:50:15  01160471  玩家011    13  $  500  未中     -$500
  上午7:50:15  01160471  玩家013    14  $  100  未中     -$100
  上午7:50:16  01160471  玩家011     雙  $  500  中獎     +$500
  上午7:50:16  01160471  玩家003    05  $  500  未中     -$500
  上午7:50:16  01160471  玩家030     小  $ 2000  中獎    +$2000
  上午7:50:17  01160471  玩家024    10  $ 2000  未中    -$2000
  上午7:50:17  01160471  玩家020    38  $  200  未中     -$200
  上午7:50:17  01160471  玩家015     大  $ 5000  未中    -$5000
  上午7:50:18  01160471  玩家017     大  $ 5000  未中    -$5000
  上午7:50:18  01160471  玩家016     單  $ 5000  未中    -$5000
  上午7:50:19  01160471  玩家030     雙  $ 5000  中獎    +$5000
  上午7:50:19  01160471  玩家018     雙  $ 5000  中獎    +$5000
  上午7:50:19  01160471  玩家008    26  $ 1000  未中    -$1000
  上午7:50:20  01160471  玩家016    28  $  100  未中     -$100
  上午7:50:20  01160471  玩家009    02  $  500  未中     -$500
  上午7:50:20  01160471  玩家001    33  $ 5000  未中    -$5000
  上午7:50:20  01160471  玩家002    14  $ 2000  未中    -$2000
  上午7:50:20  01160471  玩家017     小  $  500  中獎     +$500
  上午7:50:21  01160471  玩家002    33  $ 2000  未中    -$2000
  上午7:50:21  01160471  玩家022    22  $ 1000  未中    -$1000
  上午7:50:21  01160471  玩家007     大  $  500  未中     -$500
  上午7:50:22  01160471  玩家027    13  $  200  未中     -$200
  上午7:50:23  01160471  玩家006     小  $ 2000  中獎    +$2000
  上午7:50:23  01160471  玩家011     單  $  200  未中     -$200
  上午7:50:24  01160471  玩家028     小  $  100  中獎     +$100
  上午7:50:25  01160471  玩家019    18  $ 2000  未中    -$2000
